24-Feb,IT,EU-IT-Google-Product-Vertical,Budget and modifiers,"$180.00
Min: $500.00
Max: $1000.00",Andrew,"$180.00
Min: $500.00
Max: $800.00",,,,
24-Feb,IT,EU-IT-Google-Generic,Budget and modifiers,"$200.00
Min: $600.00
Max: $1,800.00",Andrew,"$200.00
Min: $600.00
Max: $1,500.00",,,,
24-Feb,IT,EU-IT-Google-GA_Top,Budget and modifiers,"$190.00
Min: $400.00
Max: $1300",Andrew,"$190.00
Min: $400.00
Max: $700.00",,,,
24-Feb,IT,EU-IT-Bing-NB,Budget and modifiers,,Andrew,,,,,
24-Feb-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,"$200.00
Min: $1,000.00
Max: $2300.00",Andrew,"$200.00
Min: $1,000.00
Max: $1,500.00",,,,
24-Feb-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"	
$100.00
Min: $200.00
Max: $800.00",Andrew,"	
$100.00
Min: $200.00
Max: $400.00",,,,
24-Feb-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,700",Andrew,900 Daily,,,,
24-Feb-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$500,Andrew,$200.00,,,,
24-Feb-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$600,Andrew,250,,,,
24-Feb-2025,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,"	
$100.00
Min: $100.00
Max: $400.00",Andrew,"	
$100.00
Min: $50.00
Max: $100.00",,,,
24-Feb-2025,ES,EU-ES-Google-GA,Budget and modifiers,"	
$90.00
Min: $100.00
Max: $400.00",Andrew,"	
$90.00
Min: $100.00
Max: $300.00",,,,
24-Feb-2025,UK,EU-UK-Bing-Brand,Budget and modifiers,Increased Max to 250,Andrew,Limited,,,,
25-Feb-2025,DE,"
DE_Brand_EN",Status,Campaign Paused,Yun,,,,,
28-Feb-2025,DE,EU-DE-Google-Generic,Budget and modifiers,Increase CPT to $350 from $300,Andrew,Not spending,,,,
28-Feb-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,Increase CPT to $330 from $300,Andrew,Not spending,,,,
28-Feb-2025,DE,EU-DE-Google-Generic,Budget and modifiers,Increase CPT to $350 from $300,Andrew,Not spending,,,,
28-Feb-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"Increase CPT to $330 from $300
 Increase Max from $3500 to 3900",Andrew,Not spending,,,,
28-Feb-2025,FR,EU-FR-Google-Generic,Budget and modifiers,Marginal CPT changed from $100 to $140,Andrew,CPA decrease WoW despite increases to targets,,,,
28-Feb-2025,FR,EU-FR-Google-GA,Budget and modifiers,Marginal CPT changed from $100 to $120,Andrew,CPA decrease WoW despite increases to targets,,,,
28-Feb-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,Marginal CPT changed from $90 to $120,Andrew,CPA decrease WoW despite increases to targets,,,,
28-Feb-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,Marginal CPT changed from $100 to $110,Andrew,CPA decrease WoW despite increases to targets,,,,
28-Feb-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"CPT changed from $200 to $210
 Status changed from 2300.0 to 2500",Andrew,Not spending,,,,
28-Feb-2025,IT,EU-IT-Google-GA_Top,Budget and modifiers,"CPT changed from $190 to $200
 Max 1300.0 to 1800",Andrew,Not spending,,,,
28-Feb-2025,UK,UK Google Brand Core,Budget,Campaigns limited by budget. Increased budget from $3K/day>$5K/day (recommened by Google),Yun,,,,,
28-Feb-2025,UK,UK Google Brand Core,Bidding,Lower max cpc cap $30>$28,Yun,,,,,
4-Mar-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$1,200",Andrew,1500 spend 1.7k,,,,
4-Mar-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$1,500",Andrew,1750 spent 1.8k yesterday,,,,
4-Mar-2025,UK,EU-UK-Google-Product-Vertical,Budget and modifiers,"Min: $200.00
Max: $400.00",Andrew,"Min: $200.00
Max: $600.00 spent less",,,,
4-Mar-2025,DE,EU-DE-Google-GA,Budget and modifiers,300 CPT,Andrew,300 CPT,,,,
4-Mar-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"Min: $2,000.00
Max: $2,000.00",Andrew,"Min: $2,000.00
Max: $3,900.00",,,,
4-Mar-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,"300 CPT
Min: $500.00
Max: $1,000.00",Andrew,"320 CPT 
Min: $800.00
Max: $1,700.00 High CPA",,,,
4-Mar-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"Min: $3,000.00
Max: $5,000.00 $310.00 CPT NEW",Andrew,"Min: $7,000.00
Max: $9,000.00 5K Min $350.00",,,,
4-Mar-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"300 CPT
Min: $500.00
Max: $1,000.00",Andrew,"300 CPT 
Min: $800.00
Max: $1,700.00 High CPA",,,,
4-Mar-2025,DE,EU-DE-Bing-NB,Budget and modifiers,,Andrew,,,,,
4-Mar-2025,DE,EU-DE-EN-Google-NB,Budget and modifiers,$200,Andrew,$1000 only spent ($158/day past 30 days),,,,
4-Mar-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"Min: $100.00
Max: $600.00 $100 CPT",Andrew,"Min: $100.00
Max: $800.00 $120 CPT",,,,
4-Mar-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"Min: $1,500.00
Max: $3,000.00",Andrew,"Min: $1,500.00
Max: $3,600.00 Spent 3100 yesterday",,,,
4-Mar-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,"Min: $250.00
Max: $900.00",Andrew,"Min: $250.00
Max: $1,300.00",,,,
4-Mar-2025,FR,EU-FR-Bing-NB,Budget and modifiers,,Andrew,,,,,
4-Mar-2025,FR,EU-FR-Brand-Plus,Budget and modifiers,"Min: $800.00
Max: $1,200.00",Andrew,"Min: $800.00
Max: $1,300.00 High CPA",,,,
4-Mar-2025,,,,,,,,,,
4-Mar-2025,IT,EU-IT-Google-GA,Budget and modifiers,,Andrew,,,,,
4-Mar-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"Min: $1,000.00
Max: $2,700.00",Andrew,"Min: $1,000.00
Max: $2,500.00",,,,
4-Mar-2025,IT,EU-IT-Google-GA_Top,Budget and modifiers,"Min: $1100.00
Max: $2200.00
210 New CPT",Andrew,"Min: $800.00
Max: $1,800.00",,,,
4-Mar-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,300",Andrew,"$1,700.00 spent 2.3k yesterady and low conv LW",,,,
4-Mar-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$400,Andrew,$500.00 High CPA,,,,
4-Mar-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$400,Andrew,600,,,,
5-Mar-2025,DE,NB,CPT targets,From $300/$310 CPT across the board to $270-$290 based on CPA.,Richard,Lowered CPT targets because we're dropping the budget min/max substantially for DE. (We would rather spend less because of a lower CPA),,,,
5-Mar-2025,DE,Brand Plus/Generic,Budget,"-1.5k Brand Plus, +2k Generic",Richard,"Instead of taking 4k from Generic (good CPA, high reg volume), more should be taken Brand Plus (higher CPA, and no change this week)",,,,
5-Mar-2025,UK,Brand Plus,Budget,From 1100 to 750/day,Richard,,,,,
5-Mar-2025,FR,Generic/GA_Top/AMZ,Target,Increased Marginal CPT for top campaigns,Richard,It looks like the Marginal CPT is limiting the reg volume. FR/IT have 20%-30% lower CPA than the next closest markets UK/IT,,,,
11-Mar-2025,FR,FR - Brand Core,Budget and modifiers,Bing - Increased from $350 to $453/day,Andrew,Limited,,,,
11-Mar-2025,UK,UK - Brand-Core,Budget and modifiers,Bing - Increased from $90 to $222,Andrew,Limited,,,,
11-Mar-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,700",Andrew,1300 spent 1600/day,,,,
11-Mar-2025,UK,EU-UK-Google-Brand-Plus,Budget and modifiers,"Min: $100.00
Max: $500.00",Andrew,"Min: $400.00
Max: $750.00 High CPA",,,,
11-Mar-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$2,000",Andrew,"$1,200.00 spending over",,,,
11-Mar-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$1,900",Andrew,1600 spending over,,,,
11-Mar-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"Min: $1,000.00
Max: $4,500.00",Andrew,"Min: $1,000.00
Max: $2,000.00 (spent 2.6k last week)",,,,
11-Mar-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"Min: $4,000.00
Max: $8,500.00",Andrew,"Min: $4,000.00
Max: $6,500.00 Spend 7.2k yesterday",,,,
11-Mar-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"Min: $600.00
Max: $2,400.00",Andrew,"Min: $600.00
Max: $1,000.00 (low CPA)",,,,
11-Mar-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,"Min: $2,500.00
Max: $3,000.00 290 NEW CPT",Andrew,"Min: $2,500.00High CPA
Max: $3,500.00",,,,
11-Mar-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"Min: $1,500.00
Max: $3,300.00",Andrew,"Min: $1,500.00
Max: $3,000.00 Low CPA",,,,
11-Mar-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"Min: $1,000.00
Max: $3100.00",Andrew,"Min: $1,000.00
Max: $2,700.00",,,,
11-Mar-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"Min: $800.00
Max: $2,000.00",Andrew,"Min: $800.00
Max: $2,200.00 (poor performance)",,,,
11-Mar-2025,IT,EU-IT-Google-GA_Top,Budget and modifiers,"Min: $600.00
Max: $2,200.00",Andrew,"Min: $600.00
Max: $1,800.00 (low CPA)",,,,
12-Mar-2025,FR,All,Budget and targets,,Richard,"Adjusted all markets with the assumption that we will see a slight decline in the second half of the month, and not wanting to surpass 68% ie%CCP for any given market.",,,,
12-Mar-2025,IT,All,Budgets and targets,Slightly reduced budgets and adjusted targets to avoid risk of ie%CCP being higher than 68% for the month. (Assuming seasonality dip in 2nd half of month),Richard,"Adjusted all markets with the assumption that we will see a slight decline in the second half of the month, and not wanting to surpass 68% ie%CCP for any given market.",,,,
12-Mar-2025,ES,Generic and GA-Top,Budgets and targets,Increased budgets further to reach at least 65% ie%CCP for the month,Richard,"Adjusted all markets with the assumption that we will see a slight decline in the second half of the month, and not wanting to surpass 68% ie%CCP for any given market.",,,,
12-Mar-2025,DE,Brand Plus and P-V,Budget and targets,"Increased brand plus budget by 1k/day, and increased marginal CPT for P-V to incentivise more volume.",Richard,"Adjusted all markets with the assumption that we will see a slight decline in the second half of the month, and not wanting to surpass 68% ie%CCP for any given market.",,,,
12-Mar-2025,UK,Brand Plus,Budget and modifiers,"Increased range of budget (min slightly lower, max 250/day higher), and restricted budget modifier from 1.5 to 1.4.",Richard,"Adjusted all markets with the assumption that we will see a slight decline in the second half of the month, and not wanting to surpass 68% ie%CCP for any given market.",,,,
17-Mar-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"Min:$500, Max:1,000 CPT $290>$270",Yun,"Min: $600.00
Max: $2,400.00 high CPA portolfio",,,,
17-Mar-2025,EU5,All,Budget and modifiers,"Decreased budgets looking at the EU5 level, looking at each portfolio's targets, and adjusting from least efficient to most efficient.",Richard,"Targeting a 10k/day decrease for EU5's NB/Brand Plus.
UK -16%
DE -26%
FR -18%
IT -27%
ES -10%",,,,
24-Mar-2025,UK,EU-UK-Google-Brand-Plus,Budget and modifiers,"$100.00
 Min: $100.00
 Max: $350.00",Andrew,"$100.00
 Min: $100.00
 Max: $450.00",,,,
24-Mar-2025,UK,EU-UK-Google-Generic,Budget and modifiers,1000,Andrew,1200,,,,
24-Mar-2025,DE,EU-DE-Google-GA,Budget and modifiers,$200.00 new CPT,Andrew,280,,,,
24-Mar-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"150.00
 Min: $500.00
 Max: $2,000.00",Andrew,"150.00
 Min: $500.00
 Max: $1,800.00",,,,
24-Mar-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,"$200.00
 Min: $100.00
 Max: $700.00",Andrew,"$250.00
 Min: $100.00
 Max: $700.00",,,,
24-Mar-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$190.00
 Min: $3,000.00
 Max: $6,000.00",Andrew,"$190.00
 Min: $3,000.00
 Max: $5,500.00",,,,
24-Mar-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,"$200.00
 Min: $1,000.00
 Max: $2,700.00",Andrew,"$200.00
 Min: $1,000.00
 Max: $2,500.00",,,,
24-Mar-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$90.00 new Marginal CPT
 Min: $100.00
 Max: $500.00",Andrew,"$75.00
 Min: $100.00
 Max: $500.00",,,,
24-Mar-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$90.00
 Min: $800.00
 Max: $2,400.00",Andrew,"$90.00
 Min: $800.00
 Max: $2,200.00",,,,
24-Mar-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$100.00 New CPT,Andrew,80,,,,
24-Mar-2025,IT,EU-IT-Google-Product-Vertical,Budget and modifiers,"$150.00
 Min: $200.00
 Max: $1000.00",Andrew,"$150.00
 Min: $200.00
 Max: $500.00",,,,
24-Mar-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$100.00
 Min: $200.00
 Max: $2,000.00",Andrew,"$100.00
 Min: $200.00
 Max: $1,200.00",,,,
24-Mar-2025,IT,EU-IT-Google-GA_Top,Budget and modifiers,"$140.00
 Min: $400.00
 Max: $1,300.00",Andrew,"$140.00
 Min: $400.00
 Max: $1,000.00",,,,
24-Mar-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,"$120 New CPT
 Min: $800.00
 Max: $1200.00",Andrew,"150
 Min: $800.00
 Max: $1,500.00",,,,
24-Mar-2025,ES,EU-ES-Google-Generic,Budget and modifiers,1300,Andrew,1200,,,,
25-Mar-2025,IT,EU-IT-Google-GA,Budget and modifiers,Changed to Marginal CPT $130,Andrew,"CPT Bidding Before $100.00
",,,,
25-Mar-2025,IT,EU-IT-Google-Product-Vertical,Budget and modifiers,Changed to Marginal CPT $150,Andrew,CPT Bidding Before $150,,,,
25-Mar-2025,UK,Brand Core,Max CPC cap,Decreased by 10% from $28 to $25,Yun,To align more like previous max cpc cap (before $100 max cpc cap implemented),,,,
25-Mar-2025,FR,Brand Core,Max CPC cap,Decreased from $30>$27,Yun,To align more like previous max cpc cap (before $100 max cpc cap implemented),,,,
25-Mar-2025,IT,Brand Core,Max CPC cap,Decreased from $30>$27,Yun,To align more like previous max cpc cap (before $100 max cpc cap implemented),,,,
25-Mar-2025,ES,Brand Core,Max CPC cap,Decreased from $25>$23,Yun,To align more like previous max cpc cap (before $100 max cpc cap implemented),,,,
25-Mar-2025,DE,Brand Core,Max CPC cap,Decreased from $25>$23,Yun,To align more like previous max cpc cap (before $100 max cpc cap implemented),,,,
28-Mar-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"1200, Low spend",Andrew,1000 spend before,,,,
28-Mar-2025,DE,EU-DE-Google-Generic,Budget and modifiers,200 New CPT,Andrew,Increased CPT due to low spending TW,,,,
28-Mar-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$100.00 new Marginal CPT
",Andrew,Increased CPT due to low spending TW,,,,
28-Mar-2025,FR,EU-FR-Google-Generic,Budget and modifiers,110 New CPT,Andrew,Increased CPT due to low spending TW,,,,
28-Mar-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,140 New CPT,Andrew,Increased CPT due to low spending TW,,,,
28-Mar-2025,IT,EU-IT-Google-Generic,Budget and modifiers,120 New CPT,Andrew,Increased CPT due to low spending TW,,,,
28-Mar-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,"$130 New CPT (low spending TW)
",Andrew,Increased CPT due to low spending TW,,,,
31-Mar-2025,DE,NB & Brand Plus,Location bid changes,Turned off AMO auto location bid adjustement settings,Andrew,,,,,
1-Apr-2025,DE,NB & Brand Plus,Location bid changes,Adjust location bids,Yun,,,,,
1-Apr-2025,DE,Brand Core,Location bid changes,Removed bid adjustment,Yun,,,,,
31-Mar-2025,UK,EU-UK-Google-Generic,Budget and modifiers,"$1,600",Andrew,"$1,200.00",,,,
31-Mar-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,400,Andrew,low CPA 150,,,,
31-Mar-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$1,600",Andrew,"$1,200",,,,
31-Mar-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$230.00
Min: $100.00
Max: $1000.00",Andrew,"$200.00
Min: $100.00
Max: $700.00",,,,
31-Mar-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$180.00
Min: $500.00
Max: $3,600.00",Andrew,"$150.00
Min: $500.00
Max: $2,000.00",,,,
31-Mar-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"8000 Max
$200.00 CPT",Andrew,"$200.00
Min: $3,000.00
Max: $6,000.0",,,,
31-Mar-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,$220,Andrew,$250.00 CPT,,,,
31-Mar-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,$230,Andrew,$200.00 CPT,,,,
31-Mar-2025,FR,EU-FR-Google-Generic,Budget and modifiers,Decreased reactivity from 10 to 4 days,Andrew,,,,,
31-Mar-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,"	
$110.00
Min: $350.00
Max: $1400.00",Andrew,"	
$100.00
Min: $350.00
Max: $1,200.00",,,,
31-Mar-2025,FR,EU-FR-Brand-Plus,Budget and modifiers,110 new CPT,Andrew,$90.00 CPT,,,,
31-Mar-2025,ES,EU-ES-Google-Generic,Budget and modifiers,1500 new budget,Andrew,1300,,,,
31-Mar-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,450 new budget,Andrew,250,,,,
2-Apr-2025,UK,All,Locations,Removed Ireland from Google and Microsoft UK accounts,Andrew,No regs historically,,,,
2-Apr-2025,UK,UK - GA 2_Brand-Core (Bing),Portfolio,Removed from Bing-Brand portfolio as it is on Target IS. (Note only Microsoft campaigns using Manual CPC (deprecated on Microsoft) or eCPC can be assigned to optimized portfolios under Adobe Legacy bidding). Set Max CPC limit of $1.5,Andrew,"Dec 27, 2024 Bid strategy was changed from Enhanced CPC to Auto: Target Impression Share
Target Ad Position is Top of page",,,,
2-Apr-2025,UK, UK - Brand-Core (Bing),Portfolio,Removed from Bing-Brand portfolio as it is on Target IS. (Note only Microsoft campaigns using Manual CPC (deprecated on Microsoft) or eCPC can be assigned to optimized portfolios under Adobe Legacy bidding). Set Max CPC limit of $1.5,Andrew,"Dec 27, 2024 Bid strategy was changed from Enhanced CPC to Auto: Target Impression Share
Target Ad Position is Top of page",,,,
3-Apr-2025,UK,Google Brand Core,Budget,Increased Brand Core shared budget from $5K/day to $6K/day (Google status limited by budget soon),Yun,,,,,
3-Apr-2025,IT,Generic and AMZ,Budget and modifiers,Decreased recency from 10 to 4 days,Andrew,Not hitting budget WTD,,,,
3-Apr-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,Decreased recency from 10 to 4 days,Andrew,Not hitting budget WTD,,,,
4-Apr-2025,UK,GA Top,Budget and modifiers,Decreased recency from 10 to 3 days,Andrew,Not hitting budget WTD,,,,
4-Apr-2025,DE,AMZ and Generic,Budget and modifiers,Increase CPT to 320,Andrew,Not hitting budget WTD,,,,
4-Apr-2025,IT,NB,Budget and modifiers,Increase CPTs from 150 to 200-210,Andrew,Not hitting budget WTD,,,,
7-Apr-2025,IT,EU-IT-Bing-NB,Budget and modifiers,"CPT $40, Min $50 Max $200",Yun,"CPT $30, Min $20 Max $80",,,,
7-Apr-2025,IT,EU-IT-Bing-Brand,Budget and modifiers,Max $250> $350,Yun,,,,,
7-Apr-2025,FR,EU-FR-Bing-NB,Budget and modifiers,"CPT $45, Min $60 Max $180",Yun,"CPT $30, Min $20 Max $40",,,,
7-Apr-2025,ES,EU-ES-Bing-Brand,Budget and modifiers,Min $50 Max $150,Yun,min $5 max $40,,,,
7-Apr-2025,DE,EU-DE-Bing-NB,Budget and modifiers,Min $100 Max $400,Yun,"CPT $100, Min $50 Max $200 (lowest CPA than Brand Plus Portfolio)",,,,
7-Apr-2025,UK,Bing GA Shared Budget,Budget and modifiers,,Yun,,,,,
7-Apr-2025,UK,EU-UK-Bing-Brand,Budget and modifiers,"min $50, max $200",Yun,"min $20, max $40",,,,
7-Apr-2025,UK,EU-UK-Google-Brand-Plus,Budget and modifiers,130 CPT,Andrew,100 CPT,,,,
7-Apr-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,"$1,650",Andrew,"$1,600",,,,
7-Apr-2025,UK,EU-UK-Google-GA,Budget and modifiers,"$120.00
Min: $150.00
Max: $300.00",Andrew,"$100.00
Min: $50.00
Max: $250.00",,,,
7-Apr-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$320.00
Min: $800.00
Max: $2000.00",Andrew,"$220.00
Min: $100.00
Max: $1,000.00",,,,
7-Apr-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$360.00
Min: $3,500.00
Max: $5400.00",Andrew,"$320.00
Min: $1,500.00
Max: $3,600.00",,,,
7-Apr-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"	
$360.00
Min: $8,000.00
Max: $11,000.00",Andrew,"	
$330.00
Min: $5,000.00
Max: $8,000.00",,,,
7-Apr-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,"$350.00
Min: $1000.00
Max: $2,500.00",Andrew,"$300.00
Min: $500.00
Max: $1,000.00",,,,
7-Apr-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,"	
$320.00
Min: $3,000.00
Max: $5000.00",Andrew,"	
$230.00
Min: $1,000.00
Max: $2,700.00",,,,
7-Apr-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$150.00
Min: $1800.00
Max: $2,800.00",Andrew,"$130.00
Min: $800.00
Max: $2,600.00",,,,
7-Apr-2025,IT,EU-IT-Google-GA,Budget and modifiers,$120,Andrew,90 CPT,,,,
7-Apr-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"	
$280.00
Min: $1,500.00
Max: $3000.00",Andrew,"	
$210.00
Min: $1,000.00
Max: $2,000.00",,,,
7-Apr-2025,IT,EU-IT-Google-Product-Vertical,Budget and modifiers,"$240.00
Min: $1000.00
Max: $1700.00",Andrew,"$200.00
Min: $500.00
Max: $1,000.00",,,,
7-Apr-2025,IT,EU-IT-Google-GA_Top,Budget and modifiers,"$230.00
Min: $900.00
Max: $1,700.00",Andrew,"$200.00
Min: $400.00
Max: $1,300.00",,,,
7-Apr-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,"$230.00
Min: $800.00
Max: $2,000.00",Andrew,"$130.00
Min: $800.00
Max: $1,200.00",,,,
7-Apr-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"$130.00
Min: $200.00
Max: $800.00",Andrew,"$100.00
Min: $200.00
Max: $800.00",,,,
7-Apr-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$2,000.00",Andrew,1500,,,,
7-Apr-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$650.00,Andrew,250,,,,
7-Apr-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$550.00,Andrew,450,,,,
7-Apr-2025,ES,EU-ES-Google-GA,Budget and modifiers,130 CPT,Andrew,90 CPT,,,,
8-Apr-2025,IT,Generic and AMZ,Budget and modifiers,Increased recency from 3 to 7 and 10 days,Andrew,Lower efficiency LW,,,,
8-Apr-2025,UK,GA Top,Budget and modifiers,Increased recency from 3 to 10 days,Andrew,Lower efficiency LW,,,,
8-Apr-2025,DE,EU-DE-Google-AMZ and Generic,Budget and modifiers,Increased recency from 3 to 7 days,Andrew,Lower efficiency LW,,,,
10-Apr-2025,UK,GA Top,Budget and modifiers,Increased recency from 4 to 14 days,Andrew,,,,,
10-Apr-2025,DE,EU-DE-Google-AMZ and Generic,Budget and modifiers,Increased recency from 7 to 14 days,Andrew,Lower efficiency LW,,,,
10-Apr-2025,DE,EU-FR-Google-Generic,Budget and modifiers,Increased recency from 4 to 10 days,Andrew,Lower efficiency LW,,,,
10-Apr-2025,FR,EU-DE-Google-AMZ and Generic,Budget and modifiers,Increased recency from 7 to 14 days,Andrew,Lower efficiency LW,,,,
