Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
productos de limpieza para oficina,"""suministros de limpieza industrial""",Phrase match (close variant),MX - Janitorial,Floor Care_Phrase,1,1,0.64,0.64,0,,Zero-Reg KW
venta de papelería por mayoreo,[comercio al por mayor de artículos de papelería],Exact match (close variant),MX - Office,Wholesales_Exact,4,1,0.64,0.64,0,,Zero-Reg KW
amazon for business,[amazon para empresas],Exact match (close variant),MX - Brand Exact,Pure_Exact,5,2,0.64,0.32,0,,Zero-Reg KW
decolorante elite precio,"""productos de belleza profesionales""",Phrase match (close variant),MX - Beauty,Products_Cosmetics_Phrase,1,1,0.64,0.64,0,,Zero-Reg KW
sobres transparentes para carpetas,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,1,1,0.64,0.64,1,662.23,Converting KW
cuenta empresa amazon,[crear una cuenta business en amazon],Exact match (close variant),MX - Brand Exact,Account_Exact,2,1,0.64,0.64,1,33.32,Converting KW
proveedor de ropa china en mexico,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,1,1,0.64,0.64,4,107.67,Converting KW
productos de limpieza dogo,"""proveedores de material de limpieza""",Phrase match (close variant),MX - Janitorial,Suppliers_Phrase,7,1,0.64,0.64,0,,Zero-Reg KW
qué es amazon business,[amazon empresarial],Exact match (close variant),MX - Brand Exact,Pure_Exact,12,1,0.64,0.64,5,1.21,Converting KW
maquillaje de marca por mayoreo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,2,1,0.64,0.64,13,58.64,Converting KW
mobiliario para restaurante cdmx,"""mobiliario de restaurante""",Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,2,1,0.64,0.64,1,16.24,Converting KW
revendedores de productos,"""distribuidor para negocios""",Phrase match (close variant),MX - Generic,Distributors_Enterprises_Phrase,2,1,0.64,0.64,1,293.12,Converting KW
sillas de madera para restaurante,"""mobiliario de restaurante""",Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,3,1,0.64,0.64,1,16.24,Converting KW
playeras mayoreo toluca,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,4,1,0.64,0.64,4,107.67,Converting KW
mayoristas de ropa en mexico,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.64,0.64,4,107.67,Converting KW
gorras dandy hats g5 mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.64,0.64,4,107.67,Converting KW
playeras por mayoreo puebla,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.64,0.64,4,107.67,Converting KW
productos a mayoreo para vender,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,8,1,0.64,0.64,5,48.47,Converting KW
proveedores de ropa en zapotlanejo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.64,0.64,4,107.67,Converting KW
productos de limpieza toluca,"""proveedores de material de limpieza""",Phrase match (close variant),MX - Janitorial,Suppliers_Phrase,2,1,0.63,0.63,0,,Zero-Reg KW
crear cuenta de amazon business,"""crear una cuenta business en amazon""",Exact match (close variant),MX - Brand Phrase,Account_Phrase,5,1,0.63,0.63,5,17.09,Converting KW
venta al mayoreo de productos chinos,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,6,1,0.63,0.63,7,154.55,Converting KW
pacas de juguetes americanos en monterrey,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,1,1,0.63,0.63,0,,Zero-Reg KW
exhibidor para cartulinas precio,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,1,1,0.63,0.63,1,662.23,Converting KW
galletas al mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,2,1,0.63,0.63,6,206.28,Converting KW
shopify proveedores,"""proveedores comerciales""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,7,1,0.63,0.63,2,135.12,Converting KW
ropa de bebe por mayoreo,"""ropa por mayoreo""",Phrase match,MX - Apparel,Clothing_Phrase,1,1,0.63,0.63,4,107.67,Converting KW
pacas de juguetes americanos en monterrey,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,1,1,0.63,0.63,0,,Zero-Reg KW
proveedores de camisetas de algodón,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.63,0.63,4,107.67,Converting KW
chaleco de seguridad doble vista,"""artículos para trabajadores""",Phrase match (close variant),MX - Crafts,Products_Phrase,1,1,0.63,0.63,0,,Zero-Reg KW
cubicadora de hielo,"""máquinas de hielo profesionales""",Phrase match (close variant),MX - Food,Restaurant_Phrase,4,1,0.63,0.63,0,,Zero-Reg KW
ropa de importacion mayoreo mexico,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,3,1,0.63,0.63,4,107.67,Converting KW
sillas para uñas,"""muebles de peluquerías""",Phrase match (close variant),MX - Beauty,Furniture_Hair_Phrase,3,1,0.63,0.63,0,,Zero-Reg KW
playeras de algodón mayoreo para estampar,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,1,1,0.63,0.63,4,107.67,Converting KW
mayoreo de ropa,[ropa por mayoreo],Exact match (close variant),MX - Apparel,Clothing_Exact,2,1,0.63,0.63,0,,Zero-Reg KW
papel bond resma carta,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,1,1,0.62,0.62,1,662.23,Converting KW
business amazon com,"""amazon for business""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,0.62,0.62,0,,Zero-Reg KW
compra de sudaderas al por mayor,[comprar sudaderas al por mayor],Exact match (close variant),MX - Apparel,Tops_Wholesales_Exact,4,1,0.62,0.62,0,,Zero-Reg KW
plasticos mayoreo,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,2,1,0.62,0.62,7,154.55,Converting KW
proveedor de tinte kuul,"""distribuidores de productos para el cabello""",Phrase match (close variant),MX - Beauty,Hair Styling_Distributors_Phrase,1,2,0.62,0.31,4,130.23,Converting KW
g&b pro barber,"""proveedores de barbería""",Phrase match (close variant),MX - Beauty,Suppliers_Hair_Phrase,1,1,0.62,0.62,0,,Zero-Reg KW
accesorios para cabello por mayoreo,"""mayoristas de accesorios de moda""",Phrase match (close variant),MX - Shops,Shops_Wholesalers_Accessories_Phrase,1,1,0.62,0.62,0,,Zero-Reg KW
donde comprar tenis para revender,"""compras al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Purchasing_Phrase,1,1,0.62,0.62,2,12.49,Converting KW
radio motorola r7 precio,"""equipo de radio profesional""",Phrase match (close variant),MX - Electronics,Audio Components_Phrase,3,1,0.62,0.62,0,,Zero-Reg KW
perforadora de papel 30 orificios,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,1,1,0.61,0.61,1,662.23,Converting KW
jabón por mayoreo,"""jabón mayorista""",Exact match (close variant),MX - Janitorial,Soap_Wholesale_Phrase,1,1,0.61,0.61,0,,Zero-Reg KW
clasificador escalonado,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,1,1,0.61,0.61,1,662.23,Converting KW
ganchos de papelería,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,2,1,0.61,0.61,1,662.23,Converting KW
mercado libre compras mayoristas,"""mayorista españa""",Phrase match (close variant),MX - Generic,Core_Wholesalers_Phrase,1,1,0.61,0.61,3,109.28,Converting KW
distribuidor de pantalones de mezclilla,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.61,0.61,4,107.67,Converting KW
memorias usb 4gb mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,2,1,0.61,0.61,0,,Zero-Reg KW
bamboo zapatos mayoreo,"""distribuidores de calzado""",Phrase match (close variant),MX - Shops,Shops_Distributors_Clothing_Phrase,1,1,0.61,0.61,0,,Zero-Reg KW
maquillaje mayoreo italia deluxe,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,1,1,0.61,0.61,13,58.64,Converting KW
tijeras para cortar cabello profesionales,"""productos de belleza profesionales""",Phrase match (close variant),MX - Beauty,Products_Cosmetics_Phrase,1,1,0.6,0.6,0,,Zero-Reg KW
domino de madera mayoreo,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,2,1,0.6,0.6,0,,Zero-Reg KW
juguetes americanos por mayoreo,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,1,1,0.6,0.6,0,,Zero-Reg KW
juguetes americanos por mayoreo,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,1,1,0.6,0.6,0,,Zero-Reg KW
domino de madera mayoreo,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,2,1,0.6,0.6,0,,Zero-Reg KW
destructoras de papel,[trituradora de documentos],Exact match (close variant),MX - Product AMZ,Office_Office Organization_Distributors_Exact,1,1,0.6,0.6,0,,Zero-Reg KW
destructoras de papel,[trituradora de documentos],Exact match (close variant),MX - Product AMZ,Office_Office Organization_Distributors_Exact,1,1,0.6,0.6,0,,Zero-Reg KW
tienda jera mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.6,0.6,4,107.67,Converting KW
comprar para revender,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,2,1,0.6,0.6,8,164.87,Converting KW
playeras eurocotton mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,1,1,0.6,0.6,4,107.67,Converting KW
ropa de bebe mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.6,0.6,4,107.67,Converting KW
destructoras de papel,[trituradora de documentos],Exact match (close variant),MX - Product AMZ,Office_Office Organization_Distributors_Exact,1,1,0.6,0.6,0,,Zero-Reg KW
carpeta mediana,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,1,1,0.6,0.6,1,662.23,Converting KW
camisas de mezclilla hombre trabajo,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,0.6,0.6,0,,Zero-Reg KW
ropa inditex mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,4,1,0.6,0.6,4,107.67,Converting KW
proveedor de pantalones levis,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.6,0.6,4,107.67,Converting KW
proveedores de oficinas,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.6,0.6,8,107.77,Converting KW
liquidaciones de mercancia,"""comprar mercancías""",Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,2,1,0.6,0.6,2,81.03,Converting KW
proveedores de papelería al mayoreo en guadalajara,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,4,1,0.59,0.59,3,90.98,Converting KW
donde comprar productos por mayoreo,[proveedor para mayoristas],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,6,1,0.59,0.59,1,77.74,Converting KW
importador de herramientas,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,1,1,0.59,0.59,8,107.77,Converting KW
proveedores de ferretería al por mayor,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.59,0.59,8,107.77,Converting KW
papel higiénico barato por mayor,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,4,1,0.59,0.59,3,90.98,Converting KW
proveedor papeleria,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,11,1,0.59,0.59,8,107.77,Converting KW
distribuidores mayoristas de smart tv,"""mayorista de equipos""",Phrase match (close variant),MX - Crafts,Professional Tools_Wholesalers_Phrase,1,1,0.59,0.59,5,56.94,Converting KW
papel de baño por mayoreo en mexico,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,5,1,0.59,0.59,3,90.98,Converting KW
papeleria a mayoreo,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,2,1,0.59,0.59,3,90.98,Converting KW
papeleria a mayoreo en monterrey,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.59,0.59,8,107.77,Converting KW
proveedor de ferretería,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,4,1,0.59,0.59,8,107.77,Converting KW
venta de celulares al por mayor,"""mayorista de equipos""",Phrase match (close variant),MX - Crafts,Professional Tools_Wholesalers_Phrase,1,1,0.59,0.59,5,56.94,Converting KW
proveedores de papelerias en mexico,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.59,0.59,8,107.77,Converting KW
donde conseguir proveedores,"""proveedor para empresas""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,9,1,0.59,0.59,4,68.08,Converting KW
distribuidora de libros,"""libros al por mayor""",Exact match (close variant),MX - Shops,Shops_Wholesales_Books Shop_Phrase,1,1,0.59,0.59,0,,Zero-Reg KW
cosas para negocio,[accesorios de negocios],Exact match (close variant),MX - Generic,Enterprises_Exact,2,1,0.59,0.59,0,,Zero-Reg KW
en donde puedo surtir mi tienda,"""proveedor para empresas""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,2,1,0.59,0.59,4,68.08,Converting KW
donde puedo comprar por mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,3,1,0.59,0.59,5,48.47,Converting KW
proveedores electronica mexico,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.59,0.59,8,107.77,Converting KW
proveedores de merceria al por mayor,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.59,0.59,8,107.77,Converting KW
aliexpress proveedores,"""proveedor para empresas""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,3,1,0.59,0.59,4,68.08,Converting KW
comprar al mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,3,1,0.59,0.59,5,48.47,Converting KW
ventas a mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,3,1,0.59,0.59,5,48.47,Converting KW
como conseguir proveedores para una ferreteria,"""proveedor para empresas""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,3,1,0.59,0.59,4,68.08,Converting KW
distribuidores de papel higienico en mexico,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,2,1,0.59,0.59,3,90.98,Converting KW
papelería a mayoreo,[comercio al por mayor de artículos de papelería],Exact match (close variant),MX - Office,Wholesales_Exact,7,1,0.59,0.59,0,,Zero-Reg KW
proveedores de manualidades al por mayor,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,1,1,0.59,0.59,8,107.77,Converting KW
distribuidores de accesorios para autos,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,4,1,0.59,0.59,8,107.77,Converting KW
colorful hair l oréal professionnel,"""productos de belleza profesionales""",Phrase match (close variant),MX - Beauty,Products_Cosmetics_Phrase,1,1,0.59,0.59,0,,Zero-Reg KW
proveedores papeleria,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,15,1,0.59,0.59,8,107.77,Converting KW
juguetes mattel mayoreo,"""mayoristas de juguetes""",Phrase match (close variant),MX - Shops,Shops_Wholesalers_Toys Shop_Phrase,1,1,0.59,0.59,0,,Zero-Reg KW
ventas al por mayor,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,15,1,0.59,0.59,5,48.47,Converting KW
plataforma para encontrar proveedores,"""proveedor para empresas""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,6,1,0.59,0.59,4,68.08,Converting KW
fábrica de bancos para barra,"""muebles para bar""",Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,1,1,0.59,0.59,0,,Zero-Reg KW
proveedores de articulos para el hogar,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,1,1,0.59,0.59,8,107.77,Converting KW
barbies económicas mayoreo,"""mayoristas de juguetes""",Phrase match (close variant),MX - Shops,Shops_Wholesalers_Toys Shop_Phrase,1,1,0.59,0.59,0,,Zero-Reg KW
libreta por mayoreo,[cuadernos mayorista],Exact match (close variant),MX - Office,Office Supplies_Wholesalers_Exact,3,1,0.59,0.59,0,,Zero-Reg KW
distribuidores de artículos de papelería,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.59,0.59,8,107.77,Converting KW
papeleria a mayoreo mexico,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,1,1,0.59,0.59,8,107.77,Converting KW
miguett productos,"""productos centro belleza""",Phrase match (close variant),MX - Beauty,Products_Cosmetics_Phrase,3,1,0.59,0.59,0,,Zero-Reg KW
cloro mayoreo,"""suministros de limpieza al por mayor""",Phrase match (close variant),MX - Janitorial,Bulk_Phrase,2,1,0.59,0.59,0,,Zero-Reg KW
papelería a mayoreo,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,5,1,0.59,0.59,3,90.98,Converting KW
por mayor,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,5,1,0.59,0.59,5,48.47,Converting KW
fabrica de productos de limpieza,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.58,0.58,3,65.74,Converting KW
papel higienico por mayoreo en mexico,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,1,1,0.58,0.58,3,90.98,Converting KW
ropa deportiva para revender directo de fábrica,"""proveedores de ropa""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Clothing_Phrase,1,1,0.58,0.58,0,,Zero-Reg KW
distribuidores de balatas al mayoreo,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,3,1,0.58,0.58,8,107.77,Converting KW
ropa mayorista,[ropa para vender por mayoreo],Exact match (close variant),MX - Apparel,Clothing_Exact,3,1,0.58,0.58,0,,Zero-Reg KW
cosas a mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,7,1,0.58,0.58,5,48.47,Converting KW
papel de baño mayoreo,"""mayorista de productos de papel""",Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,11,1,0.58,0.58,3,90.98,Converting KW
como encontrar proveedores mayoristas,[proveedor para mayoristas],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,10,1,0.58,0.58,1,77.74,Converting KW
compra de mayoreo para vender,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,4,1,0.58,0.58,5,48.47,Converting KW
dónde comprar pacas de ropa americana,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,1,0.58,0.58,4,107.67,Converting KW
papelerías de mayoreo,[comercio al por mayor de artículos de papelería],Exact match (close variant),MX - Office,Wholesales_Exact,3,1,0.58,0.58,0,,Zero-Reg KW
papelerías en guadalajara por mayoreo,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,2,1,0.58,0.58,8,107.77,Converting KW
articulos de limpieza para el hogar,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,2,1,0.57,0.57,3,65.74,Converting KW
donde puedo comprar productos para revender,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,2,1,0.57,0.57,5,48.47,Converting KW
fabricantes de bolsa negra para basura,"""proveedor de bolsas de basura""",Phrase match (close variant),MX - Janitorial,Waste_Supplier_Phrase,1,1,0.57,0.57,0,,Zero-Reg KW
ventas mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,10,1,0.57,0.57,5,48.47,Converting KW
amazon productos de limpieza,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.57,0.57,3,65.74,Converting KW
jabon para piso,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.57,0.57,3,65.74,Converting KW
amonio cuaternario donde comprar,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,3,1,0.57,0.57,3,65.74,Converting KW
zep limpiador,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,8,1,0.57,0.57,3,65.74,Converting KW
donde comprar saldos de tiendas departamentales,"""comprar mercancías""",Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,2,1,0.57,0.57,2,81.03,Converting KW
productos de mayoreo en guadalajara,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,1,1,0.57,0.57,7,154.55,Converting KW
distribuidores de encendedores tokai,"""suministro distribuidor""",Phrase match (close variant),MX - Generic,Procurement_Suppliers_Phrase,3,1,0.57,0.57,2,153.75,Converting KW
liquido para sanitizar,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.57,0.57,3,65.74,Converting KW
venta de herramientas por mayoreo,"""distribuidor de suministros""",Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,6,1,0.57,0.57,8,107.77,Converting KW
desengrasante ecolab,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.57,0.57,3,65.74,Converting KW
zep limpiador precio,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.57,0.57,3,65.74,Converting KW
mayoreo de productos,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,2,1,0.57,0.57,5,48.47,Converting KW
proveedor cerave,"""mayorista de productos para el cuidado de la piel""",Phrase match (close variant),MX - Beauty,Skin Care_Wholesale_Phrase,1,1,0.57,0.57,1,160.71,Converting KW
productos zep de limpieza,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.57,0.57,3,65.74,Converting KW
mobiliario para boutique mexico,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,1,1,0.57,0.57,0,,Zero-Reg KW
limpiador de canceles de vidrio,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.56,0.56,3,65.74,Converting KW
donde comprar edta para limpieza,"""suministros de limpieza""",Phrase match (close variant),MX - Janitorial,Supply_Phrase,1,1,0.56,0.56,3,65.74,Converting KW
que puedo comprar para revender,"""comprar mercancías""",Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,7,1,0.56,0.56,2,81.03,Converting KW
bolsas de marca por mayoreo,"""compras al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Purchasing_Phrase,1,1,0.56,0.56,2,12.49,Converting KW
sillas y mesas para restaurante,"""mobiliario de restaurante""",Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,8,1,0.56,0.56,1,16.24,Converting KW
kit de carpintería,"""herramientas para carpinteros""",Phrase match (close variant),MX - Crafts,Tools_Carpenters_Phrase,1,1,0.56,0.56,0,,Zero-Reg KW
pulseras de alpaca por mayor,"""bisutería al por mayor""",Phrase match (close variant),MX - Apparel,Accessories_Wholesales_Phrase,1,1,0.56,0.56,0,,Zero-Reg KW
create amazon business account,"""cuenta amazon business""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,2,1,0.56,0.56,8,67.5,Converting KW
bissu por mayoreo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,2,1,0.56,0.56,13,58.64,Converting KW
aromatizante para auto por mayor,"""aromatizantes mayorista""",Phrase match (close variant),MX - Janitorial,Odour_Wholesale_Phrase,1,1,0.56,0.56,0,,Zero-Reg KW
precio de casco de seguridad,"""artículos para trabajadores""",Phrase match (close variant),MX - Crafts,Products_Phrase,4,1,0.56,0.56,0,,Zero-Reg KW
venta de exhibidores,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,1,1,0.56,0.56,0,,Zero-Reg KW
donde comprar por mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,16,1,0.55,0.55,5,48.47,Converting KW
sudaderas de algodon mayoreo,"""distribuidores de sudaderas""",Phrase match (close variant),MX - Apparel,Tops_Distributor_Phrase,2,1,0.55,0.55,0,,Zero-Reg KW
toallitas desinfectantes mayoreo,"""mayoristas de artículos de limpieza""",Phrase match (close variant),MX - Janitorial,Wholesalers_Phrase,1,1,0.55,0.55,1,195.2,Converting KW
fiubags bolsas de tela mayoreo tote bags personalizadas fotos,"""bolsas de tela al por mayor""",Phrase match (close variant),MX - Apparel,Accessories_Wholesales_Phrase,2,1,0.55,0.55,0,,Zero-Reg KW
kit de barberia profesional,"""venta para barbería""",Phrase match (close variant),MX - Beauty,Selling_Hair_Phrase,4,1,0.55,0.55,0,,Zero-Reg KW
donde comprar productos de abarrotes por mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,7,1,0.55,0.55,6,206.28,Converting KW
amazon business log in,[amazon business account],Exact match (close variant),MX - Brand Exact,Account_Exact,2,1,0.54,0.54,2,14.7,Converting KW
mesas para manicura baratas,"""muebles de salón belleza""",Phrase match (close variant),MX - Beauty,Furniture_Cosmetics_Phrase,4,1,0.54,0.54,0,,Zero-Reg KW
tarrajas para madera,"""herramientas para carpinteros""",Phrase match (close variant),MX - Crafts,Tools_Carpenters_Phrase,1,1,0.54,0.54,0,,Zero-Reg KW
donde comprar gorras new era por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,0.53,0.53,13,83.22,Converting KW
paquete de hojas blancas 500 precio,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,3,1,0.53,0.53,1,662.23,Converting KW
ropa en mayoreo en mexico,"""proveedores de ropa""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Clothing_Phrase,1,1,0.53,0.53,0,,Zero-Reg KW
precio engargoladora,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,4,1,0.53,0.53,1,662.23,Converting KW
cepillo de banco para madera usado,"""herramientas para carpinteros""",Phrase match (close variant),MX - Crafts,Tools_Carpenters_Phrase,1,1,0.53,0.53,0,,Zero-Reg KW
