Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
bulk buy wooden hangers,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.41,3.41,0,,Zero-Reg KW
amazon office supplies,"""office supplies""",Phrase match,AU_Generic_P-V_Office,Office_Phrase,1,1,3.41,3.41,0,,Zero-Reg KW
bakery supplies wholesale near me,"""bulk baking supplies""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.41,3.41,0,,Zero-Reg KW
bacon bulk buy,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.41,3.41,0,,Zero-Reg KW
wholesale preserving jars,"""wholesale glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,1,1,3.4,3.4,4,61.5,Converting KW
bulk merchandising,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.4,3.4,0,,Zero-Reg KW
where to buy bulk iphones,"""bulk mobile phone""",Phrase match (close variant),AU_Generic_P-V_Electronics,Cell-Phones_Bulk_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
officeworks chirnside park chirnside park vic,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
conference chairs for sale,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
expo furniture sale,"""store furniture""",Phrase match (close variant),AU_Generic_P-V_Shops,Furniture_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
trays bulk,[wholesale trays],Exact match (close variant),AU_Generic_P-V_Food,Plates_Wholesale_Exact,1,1,3.4,3.4,0,,Zero-Reg KW
chafing dish burners,"""hospitality equipment""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
mother's day wholesale gifts,"""bulk presents""",Phrase match (close variant),AU_Generic_P-V_Shops,Bulk_Gifts_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
wholesale backpacks,"""bookbags suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,6,1,3.4,3.4,0,,Zero-Reg KW
bulk butter sticks,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.4,3.4,4,128.88,Converting KW
wholesale cheap office supplies,"""office supplies""",Phrase match,AU_Generic_P-V_Office,Office_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
dove soap suppliers,"""soap supplier""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Supplier_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
nutritional yeast wholesale,"""ingredients wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,2,1,3.4,3.4,0,,Zero-Reg KW
vendors australia,"""distributor companies""",Phrase match (close variant),AU_Generic,Distributors_Enterprises_Phrase,2,1,3.4,3.4,0,,Zero-Reg KW
work laptops,[laptops for business],Exact match (close variant),AU_Generic_P-V_Electronics,Computers_Exact,12,1,3.4,3.4,0,,Zero-Reg KW
plastic chairs bulk buy,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.4,3.4,0,,Zero-Reg KW
bulk buy stores near me,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.39,3.39,0,,Zero-Reg KW
wholesale fidget toys,"""distributors toy""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,1,1,3.39,3.39,0,,Zero-Reg KW
buy salt in bulk,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.39,3.39,0,,Zero-Reg KW
bulk kombucha,"""bulk beverages""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,3.39,3.39,0,,Zero-Reg KW
bulk buy energy drinks,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,3.39,3.39,0,,Zero-Reg KW
quinoa bulk,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.38,3.38,4,128.88,Converting KW
classroom furniture,"""store furniture""",Phrase match (close variant),AU_Generic_P-V_Shops,Furniture_Phrase,3,1,3.38,3.38,0,,Zero-Reg KW
industrial blowers,"""industrial equipment""",Phrase match (close variant),AU_Generic_P-V_Industry,Products_Phrase,2,1,3.38,3.38,1,18.54,Converting KW
wholesale blank clothing australia,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.38,3.38,0,,Zero-Reg KW
wholesale plastic tubs with lids,"""storage wholesale""",Phrase match (close variant),AU_Generic_P-V_Crafts,Professional-Tools_Wholesale_Phrase,1,1,3.38,3.38,0,,Zero-Reg KW
bench top scales,"""industrial scales""",Phrase match (close variant),AU_Generic_P-V_Industrial,Measurement_Phrase,1,1,3.38,3.38,0,,Zero-Reg KW
where to buy bar soap in bulk,"""bulk soap""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,2,1,3.38,3.38,0,,Zero-Reg KW
bulk cheese and crackers,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.38,3.38,0,,Zero-Reg KW
bulk travel shampoo bottles,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.38,3.38,0,,Zero-Reg KW
pet suppliers wholesale,"""bulk pet supplies""",Exact match (close variant),AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,2,1,3.38,3.38,2,144.05,Converting KW
commercial cleaning supplies sydney,"""cleaning buy""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,1,1,3.38,3.38,0,,Zero-Reg KW
business cards online free,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,3.38,3.38,1,319.47,Converting KW
pallets of toilet paper,"""bulk toilet paper""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,1,1,3.38,3.38,0,,Zero-Reg KW
bulk wet wipes,"""bulk wipes""",Exact match (close variant),AU_Generic_P-V_Janitorial,Tools_Bulk_Phrase,4,1,3.38,3.38,0,,Zero-Reg KW
amazon business shipping,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,2,1,3.38,3.38,15,93.84,Converting KW
bulk liquidation,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.38,3.38,0,,Zero-Reg KW
bulk plastic squeeze bottles,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
wholesale hair supplies sydney,"""hair wholesale""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,4,1,3.37,3.37,1,95.27,Converting KW
wholesale coca cola,"""bulk beverages""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
business diaries,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
hotel shampoo and conditioner suppliers,"""hotel accessories""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
buy lollies bulk,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,1,1,3.37,3.37,2,227.29,Converting KW
bulk tins,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
wholesale zips,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,3.37,3.37,0,,Zero-Reg KW
bulk toiletry bags,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
professional flat mop system,"""professional mops""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Phrase,1,1,3.37,3.37,0,,Zero-Reg KW
notebooks bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,3.37,3.37,0,,Zero-Reg KW
sme phone,"""cell phone for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Cell-Phones_Phrase,7,1,3.37,3.37,0,,Zero-Reg KW
bulk lollies australia,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,29,1,3.37,3.37,2,227.29,Converting KW
bulk foods gold coast,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,3.37,3.37,4,128.88,Converting KW
wholesale bulk dog food australia,"""bulk pet supplies""",Phrase match (close variant),AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,8,1,3.36,3.36,2,144.05,Converting KW
wholesale jute bags,"""bags suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,2,1,3.36,3.36,0,,Zero-Reg KW
10kg lollies,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,3,1,3.36,3.36,2,227.29,Converting KW
buy bulk notebooks,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.36,3.36,0,,Zero-Reg KW
bulk dog shampoo,"""bulk shampoo""",Phrase match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Phrase,1,1,3.36,3.36,0,,Zero-Reg KW
bulk lighters,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,12,1,3.36,3.36,0,,Zero-Reg KW
commercial tissue dispenser,"""commercial toilet tissue dispensers""",Exact match (close variant),AU_Generic_P-V_Janitorial,Fixtures_Phrase,1,1,3.36,3.36,0,,Zero-Reg KW
bulk dry goods,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,3.35,3.35,0,,Zero-Reg KW
lash extension wholesale supplier,"""false eyelashes suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,1,1,3.35,3.35,1,54.13,Converting KW
catering takeaway containers,[commercial take out containers],Exact match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Exact,4,1,3.35,3.35,0,,Zero-Reg KW
bulk laundry detergent australia,"""bulk cleaning""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,2,1,3.35,3.35,3,130.22,Converting KW
bulk t shirts,"""apparel bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,3.35,3.35,0,,Zero-Reg KW
cheap bulk canned food,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.35,3.35,4,128.88,Converting KW
bulk hinges,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.35,3.35,0,,Zero-Reg KW
terminator hsd concrete oil stain remover,"""industrial cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,1,1,3.35,3.35,3,184.23,Converting KW
industrial vinegar,"""industrial cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,2,1,3.35,3.35,3,184.23,Converting KW
bulk vegetables,[bulk vegetables],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,2,1,3.34,3.34,0,,Zero-Reg KW
bulk zippers for sewing,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
jiffy shirts australia,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
bulk jars with lids,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
bulk sweatshirts,"""hoodies distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
office chairs australia,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,5,1,3.34,3.34,0,,Zero-Reg KW
wholesale tote bags australia,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,5,1,3.34,3.34,0,,Zero-Reg KW
amazon business au,[amazon business au],Exact match,AU_Brand_Exact,Pure_Exact,6,1,3.34,3.34,0,,Zero-Reg KW
bulk tshirt blanks,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
bulk disposable cups,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,3.34,3.34,0,,Zero-Reg KW
coffee beans wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
wholesale coffee pods,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.34,3.34,0,,Zero-Reg KW
sebel chairs price,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,3.34,3.34,1,178.75,Converting KW
wax supplies,"""waxing suppliers""",Exact match (close variant),AU_Generic_P-V_Beauty,Hair-Removal_Supplier_Phrase,3,1,3.34,3.34,0,,Zero-Reg KW
amazon australia business,[amazon business au],Exact match (close variant),AU_Brand_Exact,Pure_Exact,5,1,3.33,3.33,0,,Zero-Reg KW
industrial scale,"""industrial equipment""",Phrase match (close variant),AU_Generic_P-V_Industry,Products_Phrase,1,1,3.33,3.33,1,18.54,Converting KW
maple syrup bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,5,1,3.33,3.33,0,,Zero-Reg KW
bulk food supplies near me,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,3.33,3.33,4,128.88,Converting KW
wholesale childrens clothing,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,3.33,3.33,0,,Zero-Reg KW
up and go wholesale,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.33,3.33,0,,Zero-Reg KW
aussie wholesale store,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.33,3.33,0,,Zero-Reg KW
office desks,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,12,1,3.33,3.33,0,,Zero-Reg KW
lemon proof,"""industrial cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,2,1,3.33,3.33,3,184.23,Converting KW
have a scent collection wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.33,3.33,0,,Zero-Reg KW
bulk buy deodorant australia,"""buy bulk""",Phrase match,AU_Generic,Bulk_Buy_Phrase,2,1,3.33,3.33,0,,Zero-Reg KW
cheap wholesale clothing,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.33,3.33,0,,Zero-Reg KW
dishwasher tablets bulk cheap,"""bulk cleaning""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,6,1,3.33,3.33,3,130.22,Converting KW
bulk work shirts with logo,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,3.32,3.32,0,,Zero-Reg KW
plain tshirt bulk,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,2,1,3.32,3.32,0,,Zero-Reg KW
steelcase gesture,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,2,1,3.32,3.32,1,178.75,Converting KW
wholesale t shirts australia,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,3.32,3.32,0,,Zero-Reg KW
bulk glitter wholesale australia,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.32,3.32,0,,Zero-Reg KW
wholesale candles australia,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,6,1,3.32,3.32,0,,Zero-Reg KW
transparent business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,3.32,3.32,1,291.32,Converting KW
solubrilho australia where to buy,"""cleaning buy""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,6,1,3.32,3.32,0,,Zero-Reg KW
buy in bulk online cheap,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.32,3.32,0,,Zero-Reg KW
china building materials wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,2,1,3.32,3.32,0,,Zero-Reg KW
asian grocery wholesale brisbane,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,3.32,3.32,2,201.16,Converting KW
tuna wholesale,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.32,3.32,0,,Zero-Reg KW
office chair 200kg,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,3.32,3.32,1,178.75,Converting KW
vegemite wholesale,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.32,3.32,0,,Zero-Reg KW
needohs wholesale,"""distributors toy""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,1,1,3.31,3.31,0,,Zero-Reg KW
croissant dough wholesale,"""wholesale cooking ingredients""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,3.31,3.31,2,58.06,Converting KW
wholesale tins,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,2,1,3.31,3.31,0,,Zero-Reg KW
bulk order cowboy hats,"""hats bulk""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,1,1,3.31,3.31,0,,Zero-Reg KW
office chairs bunnings,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,3.31,3.31,1,178.75,Converting KW
office counter for sale,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,3.31,3.31,0,,Zero-Reg KW
buy desk chair,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,3.31,3.31,1,178.75,Converting KW
buy bulk snacks,"""bulk foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.31,3.31,0,,Zero-Reg KW
wholesale fabric warehouse near me,"""fabric wholesale""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,1,1,3.3,3.3,0,,Zero-Reg KW
cheap bulk buys australia,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,12,1,3.3,3.3,0,,Zero-Reg KW
bulk fancy plastic plates,"""bulk plates""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
book wholesalers australia,"""book wholesales""",Phrase match (close variant),AU_Generic_P-V_Shops,Books Shop_Wholesales_Phrase,2,1,3.29,3.29,1,16.09,Converting KW
bulk cheap t shirts,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
needoh wholesale,"""distributors toy""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,3,1,3.29,3.29,0,,Zero-Reg KW
dream house clothing wholesale,"""wholesale casual""",Phrase match (close variant),AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
wholesale candles online australia,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
bulk high vis shirts,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
makita wholesale suppliers,"""wholesale purchases""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
buy bottled water in bulk australia,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,3.29,3.29,0,,Zero-Reg KW
bulk tennis balls for dogs,"""bulk pet supplies""",Phrase match (close variant),AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,1,1,3.29,3.29,2,144.05,Converting KW
wholesale felt hats,"""hats bulk""",Phrase match (close variant),AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,2,1,3.29,3.29,0,,Zero-Reg KW
9ffice works,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,2,1,3.29,3.29,0,,Zero-Reg KW
shea butter wholesale price,"""shea butter distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Distributors_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
wholesale food packaging supplies melbourne,"""wholesale foods""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,3.29,3.29,2,201.16,Converting KW
sugar wholesale,"""ingredients wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,3.29,3.29,0,,Zero-Reg KW
beef jerky wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,3.29,3.29,2,201.16,Converting KW
kiskissing wholesale,"""baby clothing sets suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories Baby_Suppliers_Phrase,2,1,3.28,3.28,0,,Zero-Reg KW
cheap bulk chocolate,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,2,1,3.28,3.28,2,227.29,Converting KW
journal stationery,"""order stationery""",Phrase match (close variant),AU_Generic_P-V_Office,Stationery_Phrase,2,1,3.28,3.28,0,,Zero-Reg KW
sit and stand work desk,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,3.28,3.28,1,178.75,Converting KW
rice bulk buy,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.28,3.28,0,,Zero-Reg KW
drop shipping suppliers,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.28,3.28,0,,Zero-Reg KW
cheap wholesale hoodies,"""sweatshirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,2,1,3.28,3.28,0,,Zero-Reg KW
cheap wholesale shirts,"""shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,3.28,3.28,0,,Zero-Reg KW
hprt printer,"""office electronics""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,13,1,3.28,3.28,0,,Zero-Reg KW
dried beans bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,6,1,3.27,3.27,0,,Zero-Reg KW
recycled fabric wholesale,"""fabric wholesale""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,2,1,3.27,3.27,0,,Zero-Reg KW
office guest chairs amazon,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,3.27,3.27,1,178.75,Converting KW
bulk white chocolate,"""bulk chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,3.27,3.27,3,79.4,Converting KW
blank t shirts wholesale australia,"""apparel suppliers""",Phrase match (close variant),AU_Generic_P-V_Shops,Suppliers_Clothing_Phrase,2,1,3.27,3.27,1,95.68,Converting KW
alfordson office chair,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,2,2,3.27,1.64,1,178.75,Converting KW
bulk buy tshirts,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,3.27,3.27,0,,Zero-Reg KW
paper carry bags wholesale near me,"""bags suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,1,1,3.27,3.27,0,,Zero-Reg KW
wholesale baking supplies melbourne,"""wholesale cooking ingredients""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,3.27,3.27,2,58.06,Converting KW
blank t shirts wholesale australia,"""shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,2,1,3.27,3.27,0,,Zero-Reg KW
chips wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,2,1,3.27,3.27,2,201.16,Converting KW
reinol hand cleaner,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,6,1,3.27,3.27,3,241.91,Converting KW
cutlery holder restaurant,"""equipment hospitality""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,1,1,3.27,3.27,0,,Zero-Reg KW
wholesale notebooks a5,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.26,3.26,0,,Zero-Reg KW
print visiting cards,[business cards online],Exact match (close variant),AU_Generic_P-V_Office,Office-Supplies_Exact,1,1,3.26,3.26,0,,Zero-Reg KW
caps wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.26,3.26,0,,Zero-Reg KW
commercial hot food display,"""equipment hospitality""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,1,1,3.26,3.26,0,,Zero-Reg KW
envelopes wholesale,"""wholesale purchases""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,1,1,3.26,3.26,0,,Zero-Reg KW
bulk medicine suppliers,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.26,3.26,0,,Zero-Reg KW
hoodie wholesale market,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,3.26,3.26,0,,Zero-Reg KW
sodium hypochlorite melbourne,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,1,1,3.25,3.25,3,241.91,Converting KW
setting up an amazon business account,"""setting up an amazon business account""",Exact match,AU_Brand_Phrase,Account_ Phrase,1,1,3.25,3.25,0,,Zero-Reg KW
commercial urn hot water,"""equipment hospitality""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,1,1,3.25,3.25,0,,Zero-Reg KW
wholesale pepsi max,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.25,3.25,0,,Zero-Reg KW
shyn paste,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,1,1,3.25,3.25,3,241.91,Converting KW
bulk dnd gel polish,"""bulk nail polish""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,1,1,3.25,3.25,1,88.61,Converting KW
greeting cards wholesale,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,3.25,3.25,0,,Zero-Reg KW
