Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,Registrations,CPC,CPA,CTR %,Conv Rate %
[bulk toilet paper],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk,99,4,17.45,0,4.36,,4.04,0.0
"""bulk pans""",Phrase match,AU_Generic_P-V_Food,Cookware_Bulk_Phrase,39,4,17.38,0,4.35,,10.26,0.0
"""bulk razors""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,43,5,17.37,0,3.47,,11.63,0.0
"""conference table""",Phrase match,AU_Generic_P-V_Office,Furniture_Phrase,56,5,17.26,0,3.45,,8.93,0.0
[bulk chopsticks],Exact match,AU_Generic_P-V_Food,Cultlery_Bulk_Exact,28,1,17.26,0,17.26,,3.57,0.0
[wholesale merchandise],Exact match,AU_Generic,Wholesales_Products_Exact,20,2,17.23,0,8.62,,10.0,0.0
[business cards online],Exact match,AU_Generic_P-V_Office,Office-Supplies_Exact,67,5,17.11,0,3.42,,7.46,0.0
"""bulk cosmetic bags""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Bulk_Phrase,6,3,17.07,0,5.69,,50.0,0.0
[bulk shoes],Exact match,AU_Generic_P-V_Apparel,Eyewear_Wholesales_Exact,14,4,17.01,0,4.25,,28.57,0.0
"""wholesale online shop""",Phrase match,AU_Generic,Wholesales_Buy_Phrase,12,4,17.0,0,4.25,,33.33,0.0
"""wholesale deodorants""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Wholesale_Phrase,10,3,16.85,0,5.62,,30.0,0.0
[wigs distributors],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Distributors_Exact,10,1,16.82,0,16.82,,10.0,0.0
[commercial woks],Exact match,AU_Generic_P-V_Food,Pans_Exact,19,3,16.81,0,5.6,,15.79,0.0
[wholesale nail files],Exact match,AU_Generic_P-V_Beauty,Nail-Care_Wholesale_Exact,3,1,16.8,1,16.8,16.8,33.33,100.0
"""wholesale honey jars""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesale_Phrase,5,3,16.79,0,5.6,,60.0,0.0
"""bulk beer glasses""",Phrase match,AU_Generic_P-V_Food,Glassware_Bulk_Phrase,19,3,16.62,0,5.54,,15.79,0.0
"""bulk knives""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,44,5,16.62,0,3.32,,11.36,0.0
"""wholesale aromatherapy products""",Phrase match,AU_Generic_P-V_Beauty,Massage_Wholesale_Phrase,32,3,16.6,0,5.53,,9.38,0.0
[canned food wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,25,2,16.58,0,8.29,,8.0,0.0
"""wholesale tanning products""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care-Appliances_Wholesale_Phrase,18,2,16.57,0,8.29,,11.11,0.0
[polo shirts distributors],Exact match,AU_Generic_P-V_Apparel,Tops_Distributors_Exact,12,2,16.56,0,8.28,,16.67,0.0
[wholesale cornflakes],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,6,1,16.53,1,16.53,16.53,16.67,100.0
[bulk hydrogen peroxide],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Exact,54,2,16.5,0,8.25,,3.7,0.0
[bulk forks],Exact match,AU_Generic_P-V_Food,Cultlery_Bulk_Exact,16,1,16.45,0,16.45,,6.25,0.0
"""industrial all purpose cleaners""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,33,3,16.39,0,5.46,,9.09,0.0
[bulk pots],Exact match,AU_Generic_P-V_Food,Cookware_Bulk_Exact,2,1,16.33,0,16.33,,50.0,0.0
"""hotel supplies""",Phrase match,AU_Generic_P-V_Hospitality,Products_Phrase,45,4,16.13,0,4.03,,8.89,0.0
[wholesale biscuits],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,18,3,16.11,0,5.37,,16.67,0.0
"""milk wholesalers""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesalers_Phrase,38,4,16.01,0,4.0,,10.53,0.0
[wholesale water],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,48,4,15.93,0,3.98,,8.33,0.0
[b2b supply],Exact match,AU_Generic,B2B_Procurement_Exact,1,1,15.85,0,15.85,,100.0,0.0
[wholesale spray bottles],Exact match,AU_Generic_P-V_Janitorial,Tools_Wholesale_Exact,27,3,15.84,0,5.28,,11.11,0.0
"""commercial glassware""",Phrase match,AU_Generic_P-V_Food,Cultlery_Phrase,12,1,15.63,0,15.63,,8.33,0.0
[bulk sponges],Exact match,AU_Generic_P-V_Janitorial,Tools_Bulk_Exact,7,1,15.47,0,15.47,,14.29,0.0
[bulk buy cadbury chocolate],Exact match,AU_Generic_P-V_Food,Sweets_Bulk_Exact,14,3,15.34,0,5.11,,21.43,0.0
"""wholesale shorts""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Wholesales_Phrase,63,4,15.34,0,3.84,,6.35,0.0
"""stationery procurement""",Phrase match,AU_Generic_P-V_Office,Procurement_Phrase,47,4,15.23,0,3.81,,8.51,0.0
"""bulk soya milk""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,33,5,15.21,1,3.04,15.21,15.15,20.0
"""hospitality bathroom supplies""",Phrase match,AU_Generic_P-V_Hospitality,Hospitality_Phrase,40,5,15.17,0,3.03,,12.5,0.0
[wholesale clothing],Exact match,AU_Generic,Wholesale_Exact,29,2,14.98,0,7.49,,6.9,0.0
[carpet cleaners],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,199,2,14.92,0,7.46,,1.01,0.0
[bulk cleaning chemicals],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Exact,24,3,14.83,0,4.94,,12.5,0.0
[hats bulk],Exact match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Exact,17,2,14.81,0,7.41,,11.76,0.0
"""bulk baby clothing sets""",Phrase match,AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Phrase,12,4,14.78,0,3.7,,33.33,0.0
[bulk whisky],Exact match,AU_Generic_P-V_Food,Drinks_Bulk_Exact,22,4,14.71,0,3.68,,18.18,0.0
"""bulk take out containers""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,30,3,14.6,0,4.87,,10.0,0.0
"""wholesale hair extension""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,75,3,14.45,0,4.82,,4.0,0.0
[bulk cake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,13,3,14.37,0,4.79,,23.08,0.0
"""bulk wigs""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,9,3,14.25,0,4.75,,33.33,0.0
[makeup suppliers],Exact match,AU_Generic_P-V_Beauty,Makeup_Supplier_Exact,30,3,14.16,0,4.72,,10.0,0.0
"""bulk laptops""",Phrase match,AU_Generic_P-V_Electronics,Computers_Bulk_Phrase,50,3,14.12,1,4.71,14.12,6.0,33.33
[wholesale wipes],Exact match,AU_Generic_P-V_Janitorial,Tools_Wholesale_Exact,4,2,14.12,0,7.06,,50.0,0.0
"""flower shop furniture""",Phrase match,AU_Generic_P-V_Shops,Furniture_Phrase,35,2,14.1,0,7.05,,5.71,0.0
[stationery accessories],Exact match,AU_Generic_P-V_Office,Stationery_Exact,56,3,14.03,0,4.68,,5.36,0.0
"""bulk janitorial""",Phrase match,AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,33,2,14.02,0,7.01,,6.06,0.0
[products for start-ups],Exact match,AU_Generic,Enterprises_Products_Exact,8,2,13.9,0,6.95,,25.0,0.0
[hotel bathroom supplies],Exact match,AU_Generic_P-V_Hospitality,Products_Exact,3,1,13.89,0,13.89,,33.33,0.0
"""commercial tea machines""",Phrase match,AU_Generic_P-V_Food,Coffee Machines_Phrase,6,1,13.88,0,13.88,,16.67,0.0
"""commercial fondue""",Phrase match,AU_Generic_P-V_Food,Cookware_Phrase,15,1,13.71,0,13.71,,6.67,0.0
[clothing wholesalers],Exact match,AU_Generic_P-V_Shops,Wholesale_Clothing,85,2,13.69,0,6.85,,2.35,0.0
[scarves distributors],Exact match,AU_Generic_P-V_Apparel,Accessories_Distributors_Exact,6,1,13.6,0,13.6,,16.67,0.0
"""bulk coffee""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,55,4,13.6,0,3.4,,7.27,0.0
[commercial frying pans],Exact match,AU_Generic_P-V_Food,Pans_Exact,38,2,13.56,0,6.78,,5.26,0.0
[wholesale accessories],Exact match,AU_Generic_P-V_Shops,Accessories_Wholesale_Exact,3,1,13.4,0,13.4,,33.33,0.0
[wholesale nail polish],Exact match,AU_Generic_P-V_Beauty,Nail-Care_Wholesale_Exact,4,3,13.37,0,4.46,,75.0,0.0
[bulk cereals],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,9,1,13.18,0,13.18,,11.11,0.0
"""wholesale surveillance cameras""",Phrase match,AU_Generic_P-V_Electronics,Camera-Accessories_Wholesale_Phrase,19,2,13.18,0,6.59,,10.53,0.0
[industrial cleaning chemicals],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,12,2,13.09,0,6.55,,16.67,0.0
[cleaning equipment],Exact match,AU_Generic_P-V_Janitorial,Products_Exact,30,2,13.08,0,6.54,,6.67,0.0
"""bulk chopping boards""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,18,4,12.92,0,3.23,,22.22,0.0
[commercial food warmers],Exact match,AU_Generic_P-V_Food,Serving Line_Exact,51,3,12.9,0,4.3,,5.88,0.0
[bulk soap],Exact match,AU_Generic_P-V_Janitorial,Soap_Bulk_Exact,13,2,12.86,0,6.43,,15.38,0.0
"""bulk knickers""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase,18,2,12.83,0,6.42,,11.11,0.0
[hotel amenities],Exact match,AU_Generic_P-V_Hospitality,Products_Exact,9,1,12.81,0,12.81,,11.11,0.0
"""event distributors""",Phrase match,AU_Generic_P-V_Celebrations,Distributors_Phrase,17,4,12.69,0,3.17,,23.53,0.0
"""bulk cutlery sets""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,44,5,12.57,0,2.51,,11.36,0.0
"""paper products supplier""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Supplier_Phrase,33,5,12.36,0,2.47,,15.15,0.0
[wholesale stationery],Exact match,AU_Generic_P-V_Office,Wholesale_Exact,24,3,12.32,0,4.11,,12.5,0.0
[bulk baby accessories],Exact match,AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Exact,33,3,12.16,0,4.05,,9.09,0.0
"""wholesale bakers""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,23,4,12.12,0,3.03,,17.39,0.0
[wholesale makeup],Exact match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Exact,17,3,12.06,0,4.02,,17.65,0.0
"""wholesale meat""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,94,2,11.97,0,5.99,,2.13,0.0
[wholesale lipstick],Exact match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Exact,14,3,11.95,0,3.98,,21.43,0.0
[bulk deodorants],Exact match,AU_Generic_P-V_Beauty,Skin-Care_Bulk_Exact,5,2,11.93,0,5.97,,40.0,0.0
[bulk disinfectants],Exact match,AU_Generic_P-V_Janitorial,Detergent_Bulk_Exact,15,1,11.91,0,11.91,,6.67,0.0
[bulk buy food],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,81,8,11.89,0,1.49,,9.88,0.0
"""bulk dish soap""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,31,1,11.89,0,11.89,,3.23,0.0
[bulk body soap],Exact match,AU_Generic_P-V_Beauty,Bath_Bulk_Exact,17,2,11.87,0,5.94,,11.76,0.0
[wholesale makeup bags],Exact match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Exact,4,1,11.87,1,11.87,11.87,25.0,100.0
[bulk champagne],Exact match,AU_Generic_P-V_Food,Drinks_Bulk_Exact,7,1,11.83,0,11.83,,14.29,0.0
"""commercial milk frothers""",Phrase match,AU_Generic_P-V_Food,Coffee Machines_Phrase,7,3,11.77,0,3.92,,42.86,0.0
[hotel supplies],Exact match,AU_Generic_P-V_Hospitality,Hospitality_Exact,32,3,11.75,0,3.92,,9.38,0.0
"""wholesale computer peripherals""",Phrase match,AU_Generic_P-V_Electronics,Computers_Wholesale_Phrase,2,2,11.72,0,5.86,,100.0,0.0
[commercial computers],Exact match,AU_Generic_P-V_Electronics,Computers_Exact,27,1,11.71,0,11.71,,3.7,0.0
[cereals wholesale],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,7,1,11.61,0,11.61,,14.29,0.0
"""present suppliers""",Phrase match,AU_Generic_P-V_Shops,Suppliers_Gifts,44,1,11.52,0,11.52,,2.27,0.0
"""spectacle frames suppliers""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Wholesales_Phrase_Phrase,25,2,11.51,0,5.76,,8.0,0.0
[products for the office],Exact match,AU_Generic_P-V_Office,Office_Exact,31,1,11.48,0,11.48,,3.23,0.0
"""amazon business free""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,9,1,11.47,0,11.47,,11.11,0.0
"""industrial bathroom cleaners""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,52,1,11.44,0,11.44,,1.92,0.0
[amazon prime pro],Exact match,AU_Brand_Exact,Prime_Exact,54,14,11.31,0,0.81,,25.93,0.0
"""commercial sieves""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Phrase,71,2,11.11,0,5.56,,2.82,0.0
"""cadburys mini eggs bulk""",Phrase match,AU_Generic_P-V_Food,Sweets_Bulk_Phrase,33,3,10.98,0,3.66,,9.09,0.0
[bulk cupcake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,24,2,10.95,0,5.48,,8.33,0.0
"""bulk usb cables""",Phrase match,AU_Generic_P-V_Electronics,Computers_Bulk_Phrase,34,1,10.92,0,10.92,,2.94,0.0
[bulk mens polo shirts],Exact match,AU_Generic_P-V_Apparel,Tops Men_Bulk_Exact,7,2,10.92,0,5.46,,28.57,0.0
"""meat wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,30,2,10.87,0,5.44,,6.67,0.0
[bulk cutlery sets],Exact match,AU_Generic_P-V_Food,Cultlery_Bulk_Exact,29,3,10.86,0,3.62,,10.34,0.0
[wholesale champagne glasses],Exact match,AU_Generic_P-V_Food,Glassware_Wholesale_Exact,8,2,10.85,0,5.43,,25.0,0.0
[licorice wholesale],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,11,1,10.7,0,10.7,,9.09,0.0
[bulk rice],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,69,4,10.66,0,2.67,,5.8,0.0
[bulk eyewear],Exact match,AU_Generic_P-V_Apparel,Eyewear_Bulk_Exact,3,1,10.65,0,10.65,,33.33,0.0
[products for companies],Exact match,AU_Generic,Enterprises_Products_Exact,8,2,10.62,0,5.31,,25.0,0.0
[wholesale tote bags],Exact match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,16,2,10.62,0,5.31,,12.5,0.0
"""cups wholesalers""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Wholesalers_Phrase,17,3,10.53,0,3.51,,17.65,0.0
"""sugar wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,12,3,10.48,0,3.49,,25.0,0.0
"""bulk wheat""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,25,2,10.48,0,5.24,,8.0,0.0
"""chemicals suppliers""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Suppliers_Phrase,62,3,10.47,0,3.49,,4.84,0.0
[wholesale wigs],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Exact,11,2,10.38,1,5.19,10.38,18.18,50.0
"""bulk bra""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase,17,2,10.37,0,5.19,,11.76,0.0
[wholesale cupcake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,10,2,10.36,1,5.18,10.36,20.0,50.0
"""wholesale boots""",Phrase match,AU_Generic_P-V_Apparel,Shoes_Wholesales_Phrase,15,1,10.3,0,10.3,,6.67,0.0
[bulk electronics],Exact match,AU_Generic_P-V_Shops,Electronics_Bulk_Exact,21,2,10.26,0,5.13,,9.52,0.0
"""computer parts for business""",Phrase match,AU_Generic_P-V_Electronics,Computers_Phrase,40,2,10.23,0,5.12,,5.0,0.0
"""bulk bath gel""",Phrase match,AU_Generic_P-V_Beauty,Bath_Bulk_Phrase,18,3,10.22,0,3.41,,16.67,0.0
[leggings suppliers],Exact match,AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Exact,2,1,10.16,0,10.16,,50.0,0.0
[womens bulk briefs],Exact match,AU_Generic_P-V_Apparel,Underwear Women_Bulk_Exact,5,2,10.05,0,5.03,,40.0,0.0
"""industrial electrical products""",Phrase match,AU_Generic_P-V_Industrial,Electrical_Phrase,12,2,9.96,0,4.98,,16.67,0.0
"""bulk hydrogen peroxide""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,39,1,9.96,0,9.96,,2.56,0.0
"""bulk laundry""",Phrase match,AU_Generic_P-V_Food,Linens_Bulk_Phrase,38,4,9.91,0,2.48,,10.53,0.0
[bulk tumblers],Exact match,AU_Generic_P-V_Food,Glassware_Bulk_Exact,14,4,9.89,0,2.47,,28.57,0.0
"""wholesale massage""",Phrase match,AU_Generic_P-V_Beauty,Massage_Wholesale_Phrase,59,3,9.86,0,3.29,,5.08,0.0
"""noodles wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,45,3,9.86,0,3.29,,6.67,0.0
"""office lighting""",Phrase match,AU_Generic_P-V_Office,Furniture_Phrase,119,1,9.83,0,9.83,,0.84,0.0
[wholesale cleaning chemicals],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Wholesale_Exact,23,2,9.83,0,4.92,,8.7,0.0
"""wholesale bath robes""",Phrase match,AU_Generic_P-V_Apparel,Sleepwear_Wholesales_Phrase,21,1,9.81,0,9.81,,4.76,0.0
"""foods catalogue""",Phrase match,AU_Generic_P-V_Food,Food_Catalog_Phrase,15,2,9.78,0,4.89,,13.33,0.0
"""wholesale vinegars""",Phrase match,AU_Generic_P-V_Food,Condiments_Wholesale_Phrase,31,2,9.72,0,4.86,,6.45,0.0
[bulk serving trays],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,16,1,9.7,0,9.7,,6.25,0.0
"""cake boxes wholesalers""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Wholesalers_Phrase,25,3,9.66,0,3.22,,12.0,0.0
"""janitorial wholesalers""",Phrase match,AU_Generic_P-V_Janitorial,Wholesale_Phrase,44,2,9.65,0,4.83,,4.55,0.0
[gift bags bulk],Exact match,AU_Generic_P-V_Celebrations,Generic_Bulk_Exact,37,2,9.59,0,4.8,,5.41,0.0
"""commercial coffee machines""",Phrase match,AU_Generic_P-V_Food,Coffee Machines_Phrase,18,3,9.57,0,3.19,,16.67,0.0
[bulk eggs],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,24,2,9.56,0,4.78,,8.33,0.0
[distributors toy],Exact match,AU_Generic_P-V_Shops,Toys Shop_Distributors,24,1,9.5,0,9.5,,4.17,0.0
"""bulk pasta""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,19,4,9.45,1,2.36,9.45,21.05,25.0
"""mens bulk t-shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Men_Bulk_Phrase,9,1,9.44,0,9.44,,11.11,0.0
"""bulk respirators""",Phrase match,AU_Generic_P-V_Safety,Equipment-Gear_Bulk_Phrase,16,2,9.27,0,4.64,,12.5,0.0
"""event wholesaler""",Phrase match,AU_Generic_P-V_Celebrations,Wholesale_Phrase,18,2,9.27,0,4.64,,11.11,0.0
[bulk disposable cameras],Exact match,AU_Generic_P-V_Electronics,Camera-Accessories_Bulk_Exact,63,2,9.26,0,4.63,,3.17,0.0
[computer parts distributor],Exact match,AU_Generic_P-V_Electronics,Computers_Distributor_Exact,11,1,9.25,1,9.25,9.25,9.09,100.0
[flower sundries],Exact match,AU_Generic_P-V_Shops,Procurement_Florist_Exact,10,2,9.16,0,4.58,,20.0,0.0
[cleaning chemicals],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,43,1,9.1,0,9.1,,2.33,0.0
[bulk cd],Exact match,AU_Generic_P-V_Electronics,CDs_Bulk_Exact,7,1,9.01,0,9.01,,14.29,0.0
"""bulk decanters""",Phrase match,AU_Generic_P-V_Food,Glassware_Bulk_Phrase,5,1,8.96,0,8.96,,20.0,0.0
"""wholesale take out containers""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,38,3,8.59,0,2.86,,7.89,0.0
"""wholesale bins""",Phrase match,AU_Generic_P-V_Janitorial,Waste_Wholesale_Phrase,78,1,8.58,0,8.58,,1.28,0.0
"""bulk eggs""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,10,3,8.51,0,2.84,,30.0,0.0
"""headphones distributor""",Phrase match,AU_Generic_P-V_Electronics,Headphones_Distributor_Phrase,55,2,8.45,0,4.22,,3.64,0.0
"""hand soaps supplier""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Supplier_Phrase,22,1,8.44,0,8.44,,4.55,0.0
"""b2b online shop""",Phrase match,AU_Generic,B2B_Shop_Phrase,67,2,8.43,0,4.22,,2.99,0.0
"""bulk champagne""",Phrase match,AU_Generic_P-V_Food,Drinks_Bulk_Phrase,39,1,8.37,0,8.37,,2.56,0.0
[home office essentials],Exact match,AU_Generic_P-V_Office,Home-Office_Exact,77,1,8.37,0,8.37,,1.3,0.0
[wholesale furniture for retailers],Exact match,AU_Generic_P-V_Shops,Furniture_Exact,10,2,8.25,0,4.13,,20.0,0.0
"""commercial knives""",Phrase match,AU_Generic_P-V_Food,Cultlery_Phrase,28,2,8.19,0,4.1,,7.14,0.0
[bulk easter sweets],Exact match,AU_Generic_P-V_Food,Sweets_Bulk_Exact,6,2,8.18,0,4.09,,33.33,0.0
"""wholesale eyewear""",Phrase match,AU_Generic_P-V_Apparel,Eyewear_Wholesales_Phrase,10,2,8.14,0,4.07,,20.0,0.0
[take out containers suppliers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Suppliers_Exact,16,2,8.13,0,4.07,,12.5,0.0
"""furniture suppliers for retailers""",Phrase match,AU_Generic_P-V_Shops,Furniture_Phrase,77,2,8.13,0,4.07,,2.6,0.0
[commercial water glasses],Exact match,AU_Generic_P-V_Food,Glassware_Exact,7,2,8.11,1,4.06,8.11,28.57,50.0
"""spices wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,22,2,8.1,1,4.05,8.1,9.09,50.0
[mens wholesale shirts],Exact match,AU_Generic_P-V_Apparel,Tops Men_Wholesales_Exact,2,1,8.07,0,8.07,,50.0,0.0
"""commercial frying pans""",Phrase match,AU_Generic_P-V_Food,Pans_Phrase,30,3,8.06,0,2.69,,10.0,0.0
"""bulk women sweaters""",Phrase match,AU_Generic_P-V_Apparel,Tops Women_Bulk_Phrase,4,2,8.06,0,4.03,,50.0,0.0
[toy wholesalers],Exact match,AU_Generic_P-V_Shops,Toys Shop_Wholesale,3,1,8.04,0,8.04,,33.33,0.0
[industrial brooms],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,51,1,8.0,0,8.0,,1.96,0.0
[bulk vodka],Exact match,AU_Generic_P-V_Food,Drinks_Bulk_Exact,5,1,8.0,0,8.0,,20.0,0.0
[buy janitorial],Exact match,AU_Generic_P-V_Janitorial,Purchasing_Exact,36,1,7.95,0,7.95,,2.78,0.0
[commercial espresso machines],Exact match,AU_Generic_P-V_Food,Coffee Machines_Exact,22,1,7.94,0,7.94,,4.55,0.0
"""hotel amenities bulk""",Phrase match,AU_Generic_P-V_Hospitality,Generic_Bulk_Phrase,16,1,7.94,0,7.94,,6.25,0.0
"""wholesale stationery""",Phrase match,AU_Generic_P-V_Office,Wholesale_Phrase,14,2,7.93,0,3.97,,14.29,0.0
"""commercial woks""",Phrase match,AU_Generic_P-V_Food,Pans_Phrase,38,1,7.92,0,7.92,,2.63,0.0
[cleaning wholesale],Exact match,AU_Generic_P-V_Janitorial,Wholesale_Exact,6,2,7.91,0,3.96,,33.33,0.0
[bulk cocktail shakers],Exact match,AU_Generic_P-V_Food,Barware_Bulk_Exact,2,2,7.89,0,3.95,,100.0,0.0
[bulk peroxide],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Exact,29,2,7.87,0,3.94,,6.9,0.0
"""bulk floor mats""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Bulk_Phrase,12,2,7.79,0,3.9,,16.67,0.0
"""wholesale makeup""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Phrase,14,1,7.74,0,7.74,,7.14,0.0
"""shorts suppliers""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Suppliers_Phrase,19,2,7.53,0,3.77,,10.53,0.0
[bulk gel nails],Exact match,AU_Generic_P-V_Beauty,Nail-Care_Bulk_Exact,4,1,7.48,0,7.48,,25.0,0.0
"""soap distributor""",Phrase match,AU_Generic_P-V_Janitorial,Soap_Distributor_Phrase,37,3,7.42,0,2.47,,8.11,0.0
"""industrial glass cleaners""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,69,1,7.26,0,7.26,,1.45,0.0
[hospitality supplies],Exact match,AU_Generic_P-V_Hospitality,Hospitality_Exact,9,1,7.15,0,7.15,,11.11,0.0
[wholesale cups],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,4,2,7.04,0,3.52,,50.0,0.0
[wholesale sponges],Exact match,AU_Generic_P-V_Janitorial,Tools_Wholesale_Exact,9,1,7.01,0,7.01,,11.11,0.0
"""tracksuits suppliers""",Phrase match,AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,11,2,6.98,0,3.49,,18.18,0.0
"""shoes suppliers""",Phrase match,AU_Generic_P-V_Apparel,Shoes_Suppliers_Phrase,30,3,6.9,0,2.3,,10.0,0.0
"""bulk jackets""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,8,2,6.74,0,3.37,,25.0,0.0
[wholesale electronic products],Exact match,AU_Generic_P-V_Electronics,Electronics_Wholesale_Exact,19,1,6.73,0,6.73,,5.26,0.0
[shop fittings],Exact match,AU_Generic_P-V_Shops,Furniture_Exact,3,1,6.71,0,6.71,,33.33,0.0
[wholesale computers],Exact match,AU_Generic_P-V_Electronics,Computers_Wholesale_Exact,2,1,6.69,0,6.69,,50.0,0.0
[wholesale cooking ingredients],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,8,1,6.66,0,6.66,,12.5,0.0
"""bulk wine glasses""",Phrase match,AU_Generic_P-V_Food,Glassware_Bulk_Phrase,38,3,6.64,0,2.21,,7.89,0.0
"""b2b companies""",Phrase match,AU_Generic,B2B_Enterprise_Phrase,26,1,6.61,0,6.61,,3.85,0.0
"""wholesale disposable cameras""",Phrase match,AU_Generic_P-V_Electronics,Camera-Accessories_Wholesale_Phrase,12,2,6.6,0,3.3,,16.67,0.0
"""waxing suppliers""",Phrase match,AU_Generic_P-V_Beauty,Hair-Removal_Supplier_Phrase,32,2,6.58,0,3.29,,6.25,0.0
