Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
wholesale bucket hats,"""hats wholesale""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Wholesales_Phrase,4,1,2.82,2.82,0,,Zero-Reg KW
ice cream wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,5,1,2.82,2.82,3,155.66,Converting KW
where to buy bulk rice,[bulk rice],Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Exact,2,1,2.82,2.82,0,,Zero-Reg KW
office equipment for sale,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,2,1,2.82,2.82,0,,Zero-Reg KW
wholesale blank t shirts australia,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,8,1,2.82,2.82,0,,Zero-Reg KW
cosmetic bag importer,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
tim tam wholesale,"""bulk biscuits""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.81,2.81,2,115.62,Converting KW
new vending machines for sale,"""vending machine distributor""",Phrase match (close variant),AU_Generic_P-V_Food,Vending_Distributor_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
bulk shopping,[bulk for shop],Exact match (close variant),AU_Generic_P-V_Shops,Bulk_Exact,24,1,2.81,2.81,0,,Zero-Reg KW
buy bottled water in bulk australia,"""bulk buy water""",Phrase match,AU_Generic_P-V_Food,Drinks_Bulk_Phrase,3,1,2.81,2.81,1,65.21,Converting KW
maltesers bulk,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,6,1,2.81,2.81,4,194.0,Converting KW
paper cups bulk,"""bulk disposable tableware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,4,1,2.81,2.81,0,,Zero-Reg KW
wholesale barber products,"""beautician wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
t shirt bulk suppliers,"""t-shirts suppliers""",Exact match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
wholesale mini handbags,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,2,1,2.81,2.81,0,,Zero-Reg KW
aerosweep s12 pro vacuum australia,"""professional vacuums""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
massage candle jars with spout wholesale,"""wholesale massage""",Phrase match,AU_Generic_P-V_Beauty,Massage_Wholesale_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
bulk rice sale,"""bulk foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
bulk tea cups and saucers cheap,"""bulk cups""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,2,1,2.81,2.81,2,506.21,Converting KW
label printer for small business,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,7,1,2.81,2.81,0,,Zero-Reg KW
bulk plain t shirts,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,8,1,2.81,2.81,0,,Zero-Reg KW
hp probook 440 14 inch g11 business laptop,"""laptops for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,6,1,2.81,2.81,0,,Zero-Reg KW
amazon business platform,[amazon company account],Exact match (close variant),AU_Brand_Exact,Account_Exact,4,2,2.81,1.41,0,,Zero-Reg KW
byron bay cookies wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,2.81,2.81,3,155.66,Converting KW
sme phones for sale,"""cell phone for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Cell-Phones_Phrase,3,1,2.81,2.81,1,142.15,Converting KW
wholesale fashion jewelry suppliers,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,1,1,2.81,2.81,0,,Zero-Reg KW
desk mat cheap,"""home office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Home-Office_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
jar wholesale,"""jars bulk""",Exact match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,4,1,2.8,2.8,8,131.38,Converting KW
buying bulk chocolate,"""bulk boxed chocolate""",Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.8,2.8,2,80.02,Converting KW
wholesale nail supplies melbourne,"""nail care products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Distributors_Phrase,10,1,2.8,2.8,2,186.46,Converting KW
black shield gloves,"""professional work gloves""",Phrase match (close variant),AU_Generic_P-V_Safety,Equipment-Gear_Phrase,2,1,2.8,2.8,0,,Zero-Reg KW
v energy drink wholesale australia,"""drinks wholesaler""",Phrase match,AU_Generic_P-V_Food,Wholesalers_Food_Phrase,2,1,2.8,2.8,1,205.94,Converting KW
t shirt bulk order,"""apparel bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
wholesale sports supplies,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
amazon business seller account,[how to create an amazon business account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,1,2.8,2.8,9,57.19,Converting KW
personalized business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
retail bags with logo,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
takis wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,4,1,2.8,2.8,3,155.66,Converting KW
bulk lentils,"""bulk foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,2.8,2.8,0,,Zero-Reg KW
fabrics in bulk,"""wholesale fabrics""",Exact match (close variant),AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
bulk food delivery,"""bulk foods""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,2.8,2.8,0,,Zero-Reg KW
wholesale hair brushes,"""beautician wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,1,1,2.8,2.8,0,,Zero-Reg KW
wholesale shopping bags,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,4,1,2.8,2.8,0,,Zero-Reg KW
notepad pack,"""order stationery""",Phrase match (close variant),AU_Generic_P-V_Office,Stationery_Phrase,1,1,2.79,2.79,0,,Zero-Reg KW
bulk jumpers wholesale,"""apparel bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,2,1,2.79,2.79,0,,Zero-Reg KW
lip gloss supplier,"""makeup suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,1,1,2.79,2.79,6,124.56,Converting KW
office organizers,"""office accessories""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,2.79,2.79,0,,Zero-Reg KW
active wear blanks,"""sportswear distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Underwear Men_Bulk_Phrase_Phrase,1,1,2.79,2.79,0,,Zero-Reg KW
vending machine for sale adelaide,"""vending machine distributor""",Phrase match (close variant),AU_Generic_P-V_Food,Vending_Distributor_Phrase,3,1,2.79,2.79,0,,Zero-Reg KW
wholesale t shirts australia,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,34,1,2.79,2.79,0,,Zero-Reg KW
cleaning supplies online,[cleaning products],Exact match (close variant),AU_Generic_P-V_Janitorial,Products_Exact,7,1,2.79,2.79,0,,Zero-Reg KW
restaurant storage containers,"""hospitality equipment""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,1,1,2.79,2.79,0,,Zero-Reg KW
wholesale lollies sydney,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,2.79,2.79,3,155.66,Converting KW
bulk shoes for homeless,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,1,1,2.79,2.79,0,,Zero-Reg KW
blank clothing wholesale australia,"""apparel bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,2,1,2.79,2.79,0,,Zero-Reg KW
pro club shirts wholesale,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
wholesale sauna hats,"""hats wholesale""",Phrase match,AU_Generic_P-V_Apparel,Outerwear_Wholesales_Phrase,2,1,2.78,2.78,0,,Zero-Reg KW
box t shirt wholesale,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
bulk ice tea,"""bulk drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.78,2.78,1,393.9,Converting KW
nail glue bulk,"""bulk nail accessories""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,8,1,2.78,2.78,0,,Zero-Reg KW
bakery equipment suppliers,"""hospitality equipment""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Hospitality_Phrase,2,1,2.78,2.78,0,,Zero-Reg KW
worcestershire sauce bulk,"""bulk condiments""",Phrase match (close variant),AU_Generic_P-V_Food,Condiments_Bulk_Phrase,3,1,2.78,2.78,0,,Zero-Reg KW
cheap office furniture,"""office equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,3,1,2.78,2.78,0,,Zero-Reg KW
bulk moisturiser,"""bulk skin care products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,9,1,2.78,2.78,5,135.46,Converting KW
cheap bulk sd cards,"""electronics bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Electronics_Bulk_Phrase,3,1,2.78,2.78,0,,Zero-Reg KW
cheap business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,47,1,2.78,2.78,0,,Zero-Reg KW
salon747 products,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,2.78,2.78,16,115.92,Converting KW
bulk ice cream suppliers near me,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,6,1,2.78,2.78,3,155.66,Converting KW
buy bulk sneakers,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
bulk plastic coffee cups,"""bulk disposable tableware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
wholesale potato chips,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,2,1,2.78,2.78,3,155.66,Converting KW
bulk order shirts with logo,"""apparel bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
under desk pedestal drawers,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
office desk 1500mm,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
calico drawstring bags bulk,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,2.78,2.78,0,,Zero-Reg KW
plastic spray bottles bulk,"""bulk spray bottles""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Bulk_Phrase,2,1,2.77,2.77,0,,Zero-Reg KW
plastic food containers suppliers,"""disposable tableware suppliers""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Suppliers_Phrase,1,1,2.77,2.77,0,,Zero-Reg KW
cheap takeaway coffee cups,"""bulk disposable tableware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,1,1,2.77,2.77,0,,Zero-Reg KW
bulk aveeno lotion,"""bulk skin care products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,1,1,2.77,2.77,5,135.46,Converting KW
cadbury chocolate eggs bulk,"""cadburys mini eggs bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,1,1,2.77,2.77,0,,Zero-Reg KW
dark oak office desk,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,1,1,2.77,2.77,0,,Zero-Reg KW
bulk business books,"""book distributors""",Phrase match (close variant),AU_Generic_P-V_Shops,Book Shop_Distributors_Phrase,2,1,2.77,2.77,0,,Zero-Reg KW
amazon b2b,[business amazon],Exact match (close variant),AU_Brand_Exact,Pure_Exact,13,1,2.77,2.77,2,77.72,Converting KW
bacon supplier,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,2.77,2.77,3,155.66,Converting KW
desk pad officeworks,"""office accessories""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,2,1,2.77,2.77,0,,Zero-Reg KW
wholesale crockery australia,"""plates wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Wholesalers_Phrase,1,1,2.77,2.77,0,,Zero-Reg KW
wholesale australia online,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,5,1,2.77,2.77,0,,Zero-Reg KW
drinks in bulk,[bulk drinks],Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Exact,1,1,2.77,2.77,1,99.7,Converting KW
wholesale leather bags australia,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,2.77,2.77,0,,Zero-Reg KW
bulk buy maltesers,"""bulk boxed chocolate""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.76,2.76,2,80.02,Converting KW
sisal bags wholesale,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,2.76,2.76,0,,Zero-Reg KW
wholesale mini perfume suppliers,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,2.76,2.76,0,,Zero-Reg KW
wholesale cuticle oil,"""nail care products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Distributors_Phrase,3,1,2.76,2.76,2,186.46,Converting KW
sparkling water bulk,"""bulk buy water""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Bulk_Phrase,2,1,2.76,2.76,1,65.21,Converting KW
reception desk for salon,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,3,1,2.76,2.76,0,,Zero-Reg KW
bulk ribbon wholesale,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,2.76,2.76,0,,Zero-Reg KW
bulk canned food for sale,[wholesale canned goods],Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Exact,1,1,2.76,2.76,1,64.59,Converting KW
gastro trays,"""commercial trays""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Phrase,6,1,2.76,2.76,0,,Zero-Reg KW
wholesale vegetable,"""bulk fresh foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.76,2.76,1,231.44,Converting KW
office must haves,"""office accessories""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,2.76,2.76,0,,Zero-Reg KW
glass jars with lids wholesale,"""purchasing in bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,2.75,2.75,0,,Zero-Reg KW
bulk refurbished laptops,"""computers distributor""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Distributor_Phrase,1,1,2.75,2.75,3,82.75,Converting KW
design take away box,"""commercial take out containers""",Phrase match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Phrase,1,1,2.75,2.75,4,102.82,Converting KW
wholesale nivea products,"""bulk skin care products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,1,1,2.75,2.75,5,135.46,Converting KW
groundnut oil wholesale price,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,2.75,2.75,3,155.66,Converting KW
buy janitorial supplies,[janitorial products],Exact match (close variant),AU_Generic_P-V_Janitorial,Products_Exact,1,1,2.75,2.75,0,,Zero-Reg KW
travel mug wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,2.75,2.75,0,,Zero-Reg KW
wholesale compression stockings,"""bulk hosiery""",Phrase match (close variant),AU_Generic_P-V_Apparel,Leggins & Tights_Bulk_Phrase,1,1,2.74,2.74,0,,Zero-Reg KW
sugar packets wholesale,"""sugar sellers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Sellers_Phrase,1,1,2.74,2.74,1,108.24,Converting KW
shima kitchen cleaner,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,1,1,2.74,2.74,0,,Zero-Reg KW
business laptops australia,"""laptops for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,16,1,2.74,2.74,0,,Zero-Reg KW
portable cleaning trolley,"""buy janitorial""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,8,1,2.74,2.74,0,,Zero-Reg KW
clearance office furniture,"""office furniture""",Phrase match,AU_Generic_P-V_Office,Furniture_Phrase,1,1,2.74,2.74,0,,Zero-Reg KW
corporate promotional products australia,"""accessories for companies""",Phrase match (close variant),AU_Generic,Enterprises_Phrase,3,1,2.74,2.74,0,,Zero-Reg KW
bulk fidget toys,"""toy distributors""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,8,1,2.74,2.74,0,,Zero-Reg KW
wholesale makeup products,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,2.74,2.74,16,115.92,Converting KW
business card,[business cards],Exact match (close variant),AU_Generic_P-V_Office,Office-Supplies_Exact,20,1,2.74,2.74,0,,Zero-Reg KW
buy in bulk food,[wholesale foodstuffs],Exact match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Exact,2,1,2.74,2.74,0,,Zero-Reg KW
document organiser,"""office accessories""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,2,1,2.73,2.73,0,,Zero-Reg KW
20kg commercial washing machine,"""industrial laundry supplies""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,1,1,2.73,2.73,0,,Zero-Reg KW
where to buy plain t shirts for printing,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,2.73,2.73,0,,Zero-Reg KW
amazon business accounts,[amazon business account sign in],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,1,2.73,2.73,2,55.18,Converting KW
herman miller chairs,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,5,1,2.73,2.73,0,,Zero-Reg KW
nike socks bulk sale,"""socks distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Distributors_Phrase,1,1,2.73,2.73,0,,Zero-Reg KW
clinkers bulk,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,6,1,2.73,2.73,4,194.0,Converting KW
foil catering trays with lids,"""commercial trays""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Phrase,2,1,2.73,2.73,0,,Zero-Reg KW
potato flakes wholesale,"""ingredients wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,2.73,2.73,1,102.22,Converting KW
bulk monster energy drinks,"""bulk drinks""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.72,2.72,1,393.9,Converting KW
wholesale mini glass bottles,"""wholesale glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,1,1,2.72,2.72,4,157.35,Converting KW
nivea body lotion wholesale price,"""bulk skin care products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,1,1,2.72,2.72,5,135.46,Converting KW
facial machine for salon,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,4,1,2.72,2.72,16,115.92,Converting KW
cleaning wholesale,[cleaning wholesale],Exact match,AU_Generic_P-V_Janitorial,Wholesale_Exact,1,1,2.72,2.72,0,,Zero-Reg KW
gastronorm trays,"""commercial trays""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Phrase,12,1,2.72,2.72,0,,Zero-Reg KW
herman miller office chair,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,2,1,2.72,2.72,0,,Zero-Reg KW
bulk buys,"""bulk""",Phrase match,AU_Generic,Bulk_Phrase,73,1,2.71,2.71,0,,Zero-Reg KW
wholesale kids toys,"""toy distributors""",Exact match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,2,1,2.71,2.71,0,,Zero-Reg KW
wholesale resell items,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,2,1,2.71,2.71,0,,Zero-Reg KW
jumpsuit supplier,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,2.71,2.71,0,,Zero-Reg KW
catering wok,[commercial woks],Exact match (close variant),AU_Generic_P-V_Food,Pans_Exact,2,1,2.71,2.71,0,,Zero-Reg KW
bulk chocolate milk,"""bulk dairy""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.71,2.71,0,,Zero-Reg KW
chocolates in bulk cheap,"""bulk buy sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,2,1,2.71,2.71,1,385.63,Converting KW
wholesale macrame cord australia,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,6,1,2.71,2.71,0,,Zero-Reg KW
cheap martini glasses bulk,"""bulk glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,1,1,2.71,2.71,1,49.01,Converting KW
matcha powder wholesale australia,"""tea wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Phrase,3,1,2.71,2.71,0,,Zero-Reg KW
fuggler wholesale,"""toy distributors""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,1,1,2.71,2.71,0,,Zero-Reg KW
bulk blank t shirts,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,16,1,2.71,2.71,0,,Zero-Reg KW
wholesale sydney,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,12,1,2.71,2.71,0,,Zero-Reg KW
crew toilet bowl cleaner,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,1,1,2.7,2.7,0,,Zero-Reg KW
bulk buy groceries,"""bulk foods""",Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,4,1,2.7,2.7,0,,Zero-Reg KW
bulk toilet paper individually wrapped,"""toilet tissue distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,2,1,2.7,2.7,0,,Zero-Reg KW
bulk buy toilet rolls,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,2.7,2.7,0,,Zero-Reg KW
buy walnuts wholesale,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,2.7,2.7,3,155.66,Converting KW
100 percent cotton shirts bulk,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,2.7,2.7,0,,Zero-Reg KW
bubble tea wholesale supplier,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,5,1,2.7,2.7,4,146.61,Converting KW
brunnen stationery,"""order stationery""",Phrase match (close variant),AU_Generic_P-V_Office,Stationery_Phrase,1,1,2.7,2.7,0,,Zero-Reg KW
bulk baby nappies,"""bulk baby accessories""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Phrase,4,1,2.7,2.7,0,,Zero-Reg KW
setup amazon business account,[setup amazon business account],Exact match,AU_Brand_Exact,Account_Exact,1,1,2.7,2.7,3,49.14,Converting KW
little trees black ice bulk,"""bulk air fresheners""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Odour_Bulk_Phrase,2,1,2.7,2.7,0,,Zero-Reg KW
insulated water bottle bulk buy,"""bulk water bottles""",Phrase match,AU_Generic_P-V_Food,Drinks_Bulk_Phrase,1,1,2.69,2.69,7,76.64,Converting KW
bulk spices,"""bulk seasoning""",Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.69,2.69,4,52.02,Converting KW
amazon com business,"""amazon business account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,4,1,2.69,2.69,8,275.85,Converting KW
cheap bulk butter,"""bulk foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.69,2.69,0,,Zero-Reg KW
buying snacks in bulk,"""bulk foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,2.69,2.69,0,,Zero-Reg KW
amazon wholesale suppliers,"""amazon for business""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,3,2,2.69,1.35,15,116.42,Converting KW
cheap chocolate bulk,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,2,1,2.69,2.69,4,194.0,Converting KW
safetek gloves,"""professional work gloves""",Phrase match (close variant),AU_Generic_P-V_Safety,Equipment-Gear_Phrase,1,1,2.69,2.69,0,,Zero-Reg KW
nutella wholesale,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,1,1,2.69,2.69,4,194.0,Converting KW
hand gloves for catering services,"""professional work gloves""",Phrase match (close variant),AU_Generic_P-V_Safety,Equipment-Gear_Phrase,1,1,2.68,2.68,0,,Zero-Reg KW
rubbermaid mop,"""professional mops""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Phrase,7,1,2.68,2.68,0,,Zero-Reg KW
commercial kitchen trays,"""commercial serving trays""",Exact match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Phrase,1,1,2.68,2.68,1,73.65,Converting KW
